,original_title,translated_title,author,article_id,date,text
12,Maskeradeballet i Dannemark 1808,The Masquerade Ballet in Denmark 1808,N.F.S. Grundtvig,lol_000633,1809-06-02,Douceur. Prom. Nyested den 30 Mai 1809. Paa Mariboe Adresse-Contoir kan følgende Bøger bekommes tilkjøbs. Maskeradeballet i Dannemark 1808. Et Syn af N. F. S. Grundtvig. Kbh. 12 s. indb.
13,Geographie for Ungdommen,Geography for Youth,Fabris og Gaspari,lol_000634,1809-06-02,"Geographie for Ungdommen, efter Fabris og Gasparis nyeste Jordbeskrivelse. Giennemseet af JKjerulf. Andet Oplag. Kbh. 1805, 1 Rd. 5 Mk. 9 s. indb."
15,Fortjenester af Kongehuus og Fædreneland,Merits of the Royal House and Fatherland,Peder Greve af Griffenfeldt,lol_000838,1809-07-04,"Peder Greve af Griffenfeldts Fortjenesteraf Kongehuus og Fædreneland, som Oversecretair og Rigscanzler under Dannekongerne, Frid, den 3die og Chr. den 5te ved G. L. Baden. Kbh. 1808, 5 Mk. uind."
17,"Veiviser eller Anviisning til Kjøbenhavns, Christianshavns, samt Forstædernes Beboere","Guide or Instruction for the Inhabitants of Copenhagen, Christianshavn, and the Suburbs",Hr. Lange,lol_001173,1809-08-25,"Veiviser eller Anviisning til Kjøbenhavns, Christianshavns, samt Forstædernes Beboere, for Aaret 1809. Udgivet af Hr. Lange, Auditeur ved det borgerlige Jnfanterie, samt Mynster-Skriver ved Brand=Corpset, hæftet 5 Mk."
18,"Den lystige Kjøbenhavner, eller nyeste Samling af morsomme Anecdoter, latterlige Tildragelser, skiemtsomme Jndfald og vittige Svar","The Merry Copenhagener, or the Latest Collection of Funny Anecdotes, Ridiculous Events, Humorous Remarks, and Witty Replies",L. Becken,lol_001175,1809-08-25,"Den lystige Kjøbenhavner, eller nyeste Samling af morsomme Anecdoter, latterlige Tildragelser, skiemtsomme Jndfald og vittige Svar. Samlet og forlagt af L. Becken. Kbhvn 1809, hæftet 26 sk. Landstedet ved Kongeveien, et Lystspil i eet Optog af A. v. Kotzebue, oversat og forandret af S. T. Bang Fuldmægtig i Rentekammeret. Mariboe 1809. 24 s."
19,Landstedet ved Kongeveien,The Country House by the King's Road,S. T. Bang,lol_001175,1809-08-25,"Den lystige Kjøbenhavner, eller nyeste Samling af morsomme Anecdoter, latterlige Tildragelser, skiemtsomme Jndfald og vittige Svar. Samlet og forlagt af L. Becken. Kbhvn 1809, hæftet 26 sk. Landstedet ved Kongeveien, et Lystspil i eet Optog af A. v. Kotzebue, oversat og forandret af S. T. Bang Fuldmægtig i Rentekammeret. Mariboe 1809. 24 s."
20,"Kunigunde, dobbelt Mordbrænderinde","Kunigunde, Double Arsonist",J. H. Spies,lol_001213,1809-09-01,"Paa Mariboe Adresse-Contoir kan følgende Bøger bekommes tilkjøbs. Kunigunde, dobbelt Mordbrænderinde af Skindsyge. Af J. H. Spies. Overs, ved Fr. Møller. Kbhavne 1807. 10 s."
21,De ni Tvillinger. En Ridder- og Spøgelsehistorie. fra det ellevte Aarhundrede,The Nine Twins. A Knight and Ghost Story from the Eleventh Century,Peter Bagge,lol_001238,1809-09-05,Paa Mariboe Adresse-Contoir kan følgende Bøgrebekommes tilkiøbs. De ni Tvillinger. En Ridder- og Spøgelsehistorie. fra det ellevte Aarhundrede. Oversat af Peter Bagge. 3 Mk.
22,"Arkadien, et Malerie af det menneskelige Hierte","Arcadia, a Painting of the Human Heart",A. Lasontaine,lol_001264,1809-09-08,"Pan Mariboe Adresse-Contoir kan følgende Bøger bekommes tilkjöbs. Arkadien, et Malerie af det menneskelige Hierte. Af A. Lasontaine, 1ste Deel Oversat af S. T. Bang. Kbhavn 1807, 1 Rdlr. 1 Mk."
23,"Peter den Stores Gemalinde, Catharina den Førstes mærknærdige Levnet","The Consort of Peter the Great, The Remarkable Life of Catherine the First",C. G. Claudius,lol_001265,1809-09-08,"Peter den Stores Gemalinde, Catharina den Førstes mærknærdige Levnet. Af C. G. Claudius. Oversat ved Anton Bek, med en Fortale af K. L. Rahbek. Kbhavn 1807, 2 Mk. 8 s."
24,Den nye Fædreskole eller Fader og Søn paa Moden,The New Fathers' School or Father and Son in Fashion,Etienne og GangniranNanten,lol_001266,1809-09-08,"Den nye Fædreskole eller Fader og Søn paa Moden. Lystspil i een Act af Etienne og GangniranNanten. Ved R. L. Rahbok Kbhavn 1807. 1 Mk. 4 s. Døbesedlen, eller Moderen sin Datters Rival. Comedie i een Act af L. B. Picard. Ved K. L. Rahbek. Kbhavn 1807. 1 Mk. 10 s."
25,"Døbesedlen, eller Moderen sin Datters Rival","The Baptismal Certificate, or The Mother as Her Daughter's Rival",L. B. Picard,lol_001266,1809-09-08,"Den nye Fædreskole eller Fader og Søn paa Moden. Lystspil i een Act af Etienne og GangniranNanten. Ved R. L. Rahbok Kbhavn 1807. 1 Mk. 4 s. Døbesedlen, eller Moderen sin Datters Rival. Comedie i een Act af L. B. Picard. Ved K. L. Rahbek. Kbhavn 1807. 1 Mk. 10 s."
26,De mærkværdigste og tilforladeligste Tildragelser i Siælland og Lolland under Beleiringen 1807,The Most Remarkable and Reliable Events in Zealand and Lolland during the Siege of 1807,W. v. Tanch,lol_001276,1809-09-12,"De mærkværdigste og tilforladeligste Tildragelser i Siælland og Lolland under Beleiringen 1807 eller nøiagtig Beskrivelse over Slaget ved Kjøge, Landeværns Mændenes Opførsel m. m. i Breve til en Ven af W. v. Tanch Capitaine. Kbh. 1808. 1 Mk. 4 s. Hos undertegnede kan bekommes for sædvanlig Bogladepriis alle uden, og indenlandske Skrifter, naar Vedkommende desangaaende vil melde sig paa C. F. Schulz."
27,Giftermaalet eller de blev taget ved Næsen,The Wedding or They Were Taken by the Nose,K. L. Rahbek,lol_001392,1809-09-29,"Commedie Giftermaalet eller de blev taget ved Næsen, Comedie i 1 Act efter Dorvigny, ved K. L Rahbek, Kbhavn 1807 1 Mk. 8 s."
28,Et Brev paa Vers til Joh. Nordahl Bruun,A Letter in Verse to Joh. Nordahl Bruun,Niels Tønder Lund Gunnerus,lol_001393,1809-09-29,"Løier Et Brev paa Vers til Joh. Nordahl Bruun, Af Niels Tønder Lund Gunnerus, Kbh. 1807 1 Mk. 4 s. Foraaret, af James Thomson, oversat af PeterFoersom, kongelig Skuespiller, 2 Mk. 12 s."
29,Foraaret,The Spring,James Thomson,lol_001393,1809-09-29,"Løier Et Brev paa Vers til Joh. Nordahl Bruun, Af Niels Tønder Lund Gunnerus, Kbh. 1807 1 Mk. 4 s. Foraaret, af James Thomson, oversat af PeterFoersom, kongelig Skuespiller, 2 Mk. 12 s."
44,Rosenmüllers Scholig over det nye Testamente,Rosenmüller's Commentary on the New Testament,NO_AUTHOR,lol_001795,1809-12-05,Addresse-Contoiret i Mariboe anviser et vel conditioneret Exemplar af Rosenmüllers Scholig over det nye Testamente tilkiøbs for 6 Rdlr.
53,Arkadien; et Malerie af det menneskelige Hjerte,Arcadia; a Portrait of the Human Heart,A. Lasontaine,lol_002048,1810-01-16,"Arkadien; et Malerie af det menneskelige Hjerte; af A. Lasontaine; 2 D., oversat af H. H. Hassler. Kbhavn. 1808."
54,Giftermaalet eller de blev taget ved Næsen,The Wedding or They Were Taken by the Nose,K. L. Rahbek,lol_002049,1810-01-16,"Komedie=Giftermaalet eller de blev taget ved Næsen, Komedie i een Akt efter Dorvigny. Ved K. L. Rahbek. Kbhavn 1807. Døbesedlen eller Moderen sin Datters Rival, Comedie i een Act af L. B. Pirard. Ved K. L. Rahbek. Kbhavn. 1807."
55,Døbesedlen eller Moderen sin Datters Rival,The Baptismal Certificate or The Mother as Her Daughter's Rival,L. B. Pirard,lol_002049,1810-01-16,"Komedie=Giftermaalet eller de blev taget ved Næsen, Komedie i een Akt efter Dorvigny. Ved K. L. Rahbek. Kbhavn 1807. Døbesedlen eller Moderen sin Datters Rival, Comedie i een Act af L. B. Pirard. Ved K. L. Rahbek. Kbhavn. 1807."
56,Om Venskab,On Friendship,Markus Tullius Cicero,lol_002050,1810-01-16,"Om Venskab af Markus Tullius Cicero, oversat af det Latinske med nogle Anmærkninger ved Anders Faaborg Mülerz. Kbh. 1807."
57,De 9 Tvillinger,The 9 Twins,Peter Bagge,lol_002051,1810-01-16,"De 9 Tvillinger. En Ridder- og Spøgelsehistorie fra det 11de Aarhundrede. Oversat af Peter Bagge, faaes paa Mariboe Addresse=Contoir tilkjøbs."
62,Dionysius den Halikarnassers Fortælling om Roms Damer og Fruentimre,The Account of the Women of Rome by Dionysius of Halicarnassus,Hans Christian Clausen,lol_002407,1810-03-06,"Paa Addresse-Contoiret i Mariboe kan bekommes tilkjøbs : Dionysius den Halikarnassers Fortælling om Roms Damer og Fruentimre, der reddede deres Fædreneland fra at falde i fjendtlige Hænder. Oversat paa Dansk og forsynet med Anmærkninger af Hans Christian Clausen, Sognepræst for Nordbye, Menighed paa Fanøe."
64,"Dionysius den Halikarnassers Fortælling om Roms Damer og Fruentimre, der reddede deres Fædreneland fra at falde i fjendtlige Hænder","The Account of the Women of Rome by Dionysius of Halicarnassus, Who Saved Their Fatherland from Falling into Enemy Hands",Hans Christian Clausen,lol_002468,1810-03-13,"Paa Addresse-Contoiret i Mariboe tan bekommes tilkjøbs: Dionysius den Halikarnassers Fortælling om Roms Damer og Fruentimre, der reddede deres Fædreneland fra at falde i fjendtlige Hænder. Oversat paa Dansk og forsynet med Anmærkninger af Hans Christian Clausen, Sognepræst for Nordbye Menighed paa Fanøe."
66,"Dionysius den Halikarnassers Fortælling om Roms Damer og Fruentimre, der reddede deres Fædreneland fra at falde i fjendtlige Hænder","The Account of the Women of Rome by Dionysius of Halicarnassus, Who Saved Their Fatherland from Falling into Enemy Hands",Hans Christian Clausen,lol_002496,1810-03-16,"Paa Addresse-Contoiret i Mariboe kan bekommes tilkjøbs: Dionysius den Halikarnassers Fortælling om Roms Damer og Fruentimre, der reddede deres Fædreneland fra at falde i fjendtlige Hænder. Oversat paa Dansk og forsynet med Anmærkninger af Hans Christian Clausen, Sognepræst for Nordbye Menighed paa Fanøe."
78,Napoleons Levnet,The Life of Napoleon,J. K. Høst,lol_003062,1810-05-25,"De Herrer Subscribentere kan nu afhente paa Addresse-Contoiret i Mariboe Napoleons Levnet af J. K. Høst, for 7 Mk. 2 s. indheftet."
85,Theone,Theone,NO_AUTHOR,lol_003590,1810-08-03,"Subscriptionsplan. Undetegnede agter, paa Hr. Boghandler Brummers Forlag, at udgive et Qvartalskrift under Navn af Theone."
87,Napoleons Liv og Levnet,The Life and Times of Napoleon,J.K. Høst,lol_003690,1810-08-14,"Nogle Exemplarer af Napoleons Liv og Levnet ved J. K. Høst, kan paa Addresse-Contoiret i Maribo bekommes Tilkjøbs."
89,Napoleons Liv og Levnet,The Life and Times of Napoleon,K. Højt,lol_003726,1810-08-17,"Nogle Exemplarer af Napoleons Liv og Levnet ved K. Højt, kan paa Addresse-Contoiret i Mariboe bekommes Tilkjøbs."
90,berømte Grækers Biographier,Famous Greek Biographies,NO_AUTHOR,lol_003745,1810-08-21,"Directeur. Casserer. Bogværge. Ved de første 5 Skabes Eftersyn savnes af Provindsialbogsamlingens Bøger: 1) 1ste Deel af berømte Grækers Biographier. c) Mandommens Jgjenerholdelse. 3) Tyge Rothes samlede Skrifter. 2 O. 4) Stoikernes Tanker og Skjebnen ved Bast. 5) Prof. Clausens Prækener, 3 D. 6) Bugges Forklaring over Corintherne."
91,Mandommens Jgjenerholdelse,The Restoration of Manhood,NO_AUTHOR,lol_003745,1810-08-21,"Directeur. Casserer. Bogværge. Ved de første 5 Skabes Eftersyn savnes af Provindsialbogsamlingens Bøger: 1) 1ste Deel af berømte Grækers Biographier. c) Mandommens Jgjenerholdelse. 3) Tyge Rothes samlede Skrifter. 2 O. 4) Stoikernes Tanker og Skjebnen ved Bast. 5) Prof. Clausens Prækener, 3 D. 6) Bugges Forklaring over Corintherne."
92,Tyge Rothes samlede Skrifter,Collected Works of Tyge Roth,Tyge Roth,lol_003745,1810-08-21,"Directeur. Casserer. Bogværge. Ved de første 5 Skabes Eftersyn savnes af Provindsialbogsamlingens Bøger: 1) 1ste Deel af berømte Grækers Biographier. c) Mandommens Jgjenerholdelse. 3) Tyge Rothes samlede Skrifter. 2 O. 4) Stoikernes Tanker og Skjebnen ved Bast. 5) Prof. Clausens Prækener, 3 D. 6) Bugges Forklaring over Corintherne."
93,Stoikernes Tanker og Skjebnen,Thoughts and Fate of the Stoics,NO_AUTHOR,lol_003745,1810-08-21,"Directeur. Casserer. Bogværge. Ved de første 5 Skabes Eftersyn savnes af Provindsialbogsamlingens Bøger: 1) 1ste Deel af berømte Grækers Biographier. c) Mandommens Jgjenerholdelse. 3) Tyge Rothes samlede Skrifter. 2 O. 4) Stoikernes Tanker og Skjebnen ved Bast. 5) Prof. Clausens Prækener, 3 D. 6) Bugges Forklaring over Corintherne."
94,Prof. Clausens Prækener,Professor Clausen's Sermons,NO_AUTHOR,lol_003745,1810-08-21,"Directeur. Casserer. Bogværge. Ved de første 5 Skabes Eftersyn savnes af Provindsialbogsamlingens Bøger: 1) 1ste Deel af berømte Grækers Biographier. c) Mandommens Jgjenerholdelse. 3) Tyge Rothes samlede Skrifter. 2 O. 4) Stoikernes Tanker og Skjebnen ved Bast. 5) Prof. Clausens Prækener, 3 D. 6) Bugges Forklaring over Corintherne."
95,Bugges Forklaring over Corintherne,Bugge's Explanation of the Corinthians,NO_AUTHOR,lol_003745,1810-08-21,"Directeur. Casserer. Bogværge. Ved de første 5 Skabes Eftersyn savnes af Provindsialbogsamlingens Bøger: 1) 1ste Deel af berømte Grækers Biographier. c) Mandommens Jgjenerholdelse. 3) Tyge Rothes samlede Skrifter. 2 O. 4) Stoikernes Tanker og Skjebnen ved Bast. 5) Prof. Clausens Prækener, 3 D. 6) Bugges Forklaring over Corintherne."
97,Napoleons Liv og Levnet,The Life and Times of Napoleon,J.K. Høst,lol_003755,1810-08-21,"Tilkjøbs. Nogle Exemplarer af Napoleons Liv og Levnet ved J. K. Høst, kan paa Addresse-Contoiret i Mariboe bekommes Tilkjøbs."
104,"Udtog af den danske Sproglære, med kort Methodelære for Sprogunderviisningen i de danske Skoler","Excerpt from the Danish Grammar, with a Short Methodology for Language Teaching in Danish Schools",D. S. Birch,lol_004007,1810-09-21,"O. Grundtvig. Provst i Falsters Nørreherred, Tilkjøbs. Litteratur. Fra Pressen er udkommet og faaes tilkjøbs hos Skolelærer og Chordegn Bertelsen i Mariboe. Udtog af den danske Sproglære, med kort Methodelære for Sprogunderviisningen i de danske Skoler; til Veiledninfor Almuelærere, som have ikkun ringe Fordanne Af D. S Birch, Vicepastor til Vesterborg og Biket, Lærer ved det Vesterborgske Skolelærersemingrium. Hæftet 2 Mk."
105,Udtog af den danske Sproglære,Excerpt from the Danish Grammar,NO_AUTHOR,lol_004008,1810-09-21,"Dette Skrifts første Halvdeel faaes og under TitelUdtog af den danske Sproglære, tilBrug ved Underviisning. Hæst. 24 s. En Eiendoms Gaard i Branderslev Bye paa Lønder Hartkorn, er under Haanden at faa Tilkjøbs paa billige Conditioner."
108,En nøiage tig anstillet Sammenligning mellem Doctorens Bojag og Skolens Bagaz,A Careful Comparison between the Doctor's Bojag and the School's Bagaz,NO_AUTHOR,lol_004194,1810-10-12,Bortkommen. En lille Piere i Manuscript med Titel: En nøiage tig anstillet Sammenligning mellem Doctorens Bojag og Skolens Bagaz er sin Eier frakommen.
111,Bibelhistorie,Bible History,Hs. H. Hr. Biskop og Ridder Boisen,lol_004348,1810-10-30,Tilkjøbs. Den af Hs. H. Hr. Biskop og Ridder Boisen udgivne Bibelhistorie kan bekommes Tilkjøbs paa Addresse-Kontoiret i Mariboe.
112,Bibelhistorie,Bible History,Hs. H. Hr. Biskop og Ridder Boisen,lol_004378,1810-11-02,Tilkjøbs. Den af Hs. H. Hr. Biskop og Ridder Boisen udgivne Bibelhistorie kan bekommes Tilkjøbs paa Addresse-Kontoiret i Mariboe.
113,De Franskes Keiser Napoleons Levnet,The Life of the French Emperor Napoleon,J. Krag Høst,lol_004379,1810-11-02,"Paa Addresse-Contoiret i Mariboe kan bekommes Tilkjøbs: De Franskes Keiser Napoleons Levnet, ved J. Krag Høst. 1ste Deel. Kbh. 1810. 1 Rd. 1 Mk. 2 s."
114,bibelhistorie,Bible History,NO_AUTHOR,lol_004486,1810-11-16,"Bekjendtgjørelser. Paa Hs. H. Hr. Biskop og Ridder Boisens Vegne anmodes de Herrer Præster i Lolland, der have subscriberet paa den af ham udgivne bibelhistorie, at lade deres Exemplarer snarest mueligt afhente fra Addresse-Contoiret i Mariboe."
116,bibelhistorie,Bible History,NO_AUTHOR,lol_004553,1810-11-23,"Bekjendtgjørelser. Paa Hs. H. Hr. Biskop og Ridder Boisens Vegne anmodes de Herrer Præster i Lolland, der have subscriberet paa den af ham udgivne bibelhistorie, at lade deres Exemplarer snarest mueligt afhente fra Addresse-Contoiret i Mariboe."
117,Forsøg til at forebygge muelig Forvirrelse af den i Religionsvæsenet opkomne Gjæring og til at fremme sand Religions Oplysning,Attempt to Prevent Possible Confusion of the Emerging Fermentation in Religion and to Promote True Religious Enlightenment,J. Stauning,lol_004562,1810-11-23,Forsøg til at forebygge muelig Forvirrelse af den i Religionsvæsenet opkomne Gjæring og til at fremme sand Religions Oplysning i nogle offentlige Taler holdne i Mariboe Kirke af J. Stauning. Odense 1799.
118,Grundtræk til en Dansk Retskrivningslære,Outline of a Danish Spelling Guide,S. N. J. Bloch,lol_004830,1810-12-21,Paa Addresse-Contoiret kan bekommes Tilkjøbs: Grundtræk til en Dansk Retskrivningslære. Et Forsøg af S. N. J. Bloch. Odense 1805. 2 Mk. 8 s. indbunden.
119,Skildring af Hovedbegivenhederne i Historien giennem alle Tidsaldere,Description of the Main Events in History Through All Ages,U.C. Mule,lol_004831,1810-12-21,Skildring af Hovedbegivenhederne i Historien giennem alle Tidsaldere. En Læsebog i Historien for Ungdommen. Af U. C. Mule. 2 D. Odense 1809. 1 Rd. 3 Mk. 8 s. indbunden.
120,Jndenlandske Reise igiennem de betydeligste og skiønneste Egne af de danske Provindser,The Danish Journey Through the Most Significant and Beautiful Regions of the Danish Provinces,L. M. Wedel,lol_004903,1811-01-01,Lister i lovbefalet Form over General Mandtallet paa Extraskat svarende for Aaret 1811. Arket kosterL. M. Wedels Jndenlandske Reise igiennem de betydeligste og skiønneste Egne af de danske Provindser. Med Hensyn tildeels paa oeconomiske og statistiske Gienstande. J Aarene 1799 1804. Odense 1806 1 Rd. 3 Mk. indbunden.
121,Vink af Grækernes Historie,A Glimpse of Greek History,Dr. Hansen,lol_004904,1811-01-01,"Vink af Grækernes Historie. Et Blad for Alle efter Tidens Tarv af Dr. Hansen, Odense 1807. 12 s. indbunden."
122,Jndtægt og Udgivets Lommebog for Aaret 1811,Income and Published Pocketbook for the Year 1811,NO_AUTHOR,lol_004937,1811-01-04,"Tilkjøbs. Paa Addresse-Contoiret kan bekommes Tilkjøbs: Jndtægt og Udgivets Lommebog for Aaret 1811, 3 Mk. 8 s. Lister i lovbefalet Form over General Mandtallet paa Extraskat svarende for Aaret 1811. Arket koster"
123,Jndtægt og Udgivets Lommebog for Aaret 1811,Income and Published Pocket Book for the Year 1811,NO_AUTHOR,lol_004961,1811-01-08,"Tilkjøbs. Paa Addresse-Contoiret kan bekommes Tilkjøbs: Jndtægt og Udgivets Lommebog for Aaret 1811, 3 Mk. 8 s. Lister i lovbefalet Form over General Mandtallet. paa Extraskat svarende for Aaret 1811. Arket kostet"
126,Den lille Ordbog,The Little Dictionary,P. Handrup,lol_005044,1811-01-18,"Sev. Grundtvig. Kiøbenhavn. 3 Rd. 1 Mk. A. B. C. Spil med 25 illuminerede Kobbere. 1 Rd. 1 Mk. 8 s. Den lille Ordbog. Samlet og udgiven med Hensyn til Brug i de danske Skoler, af P. Handrup. Kbhavn 1807. 1 Mk. 8 s. indb. Hos Hr. Kiøbmand J. C. Jensen i Nakskov kan faaes Tilkjøbs: et meget godt Mastetræe; langt 32 Alen dansk Maal, tykt 17 til 18 Tommer. Træet er hugget i fiirkant."
128,En Nytaarsgave for 1811,A New Year's Gift for 1811,N. F.,lol_005084,1811-01-22,Lister i lovbefalet Form over General Mandtallet paa Extraskat svarende for Aaret 1811. Arket koster Jdunna. En Nytaarsgave for 1811 af N. F.
129,Den lille Ordbog,The Little Dictionary,P. Handrup,lol_005085,1811-01-22,"Sev Grundtvig. Kiøbenhavn. 3 Rd. 1 Mk. A. B. C. Spil med 25 illuminerede Kobbere. 1 Rd. 1 Mk. 8 s. Den lille Ordbog. Samlet og udgiven med Hensyn til Brug i de danske Skoler, af P. Handrup. Kbhavn 1807. 1 Mk. 8 s. indb."
133,Bibelske Fortællinger med Anvendelse paa Religion. og Sædelære,Biblical Tales with Application to Religion and Morality,P. O. Boisen,lol_005204,1811-02-05,"Jndtægt og Udgivets Lommebog for Aaret 1811, 3 Mk. 8 s. Bibelske Fortællinger med Anvendelse paa Religion. og Sædelære. Af P. O. Boisen."
