;article_id;date;predicted_category_tf_idf;evaluation_tf_idf;predicted_category_embs;evaluation_embs;category;true_label;bog_teater;text
293576;ode_137585;1839-05-30;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;Det skjønne Veir havde lokket en Mængde Tilskuere af alle Klasser ud i det Grønne, ligesom og Alt var paa Benene ved Jndmarschen, der gik for sig under de sædvanlige Ceremonier med Skiven baaren ligesom i Triumf foranaf Ungdommen, og to med Blomsterkrandse smykkede Personer opstilte paa den &c.
341372;ode_185398;1846-11-12;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Paa frankerede Breve gives fornøden Oplysning om benævnte Eiendomme. Haderslev den 10 Novbr. 1846. Baghuusleiligheden i Gaarden No. 240 paa Vestergade, med et Værksted paa 6 Fag og Have, bliver enten samlet eller deelt at erholde til Leie førstkommende G. Schmidt. Paaske Flyttetid. Skov-Auction.
250899;ode_094762;1830-04-23;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Reiseselskab til Kjøbenhavn paa Mandag eller Tirsdag ønskes. Provisor Rieffestahl paa Hospitalsapotheket anviser. Skibsleilighed fra Altona til Odense. Skipper R. Holbech ligger under Ladning i Altona, og bliver seilfærdig om 10 a 12 Dage. Han medtager Gods til Odense og Fyens øvrige Kjøbstæder. Skibsleilighed fra Altona til Odense. Skipper H. N. Hansen ligger under Ladning i Altona, og afgaaer om 14 Dage. Han medtager Gods til Odense og Fyens øvrige Kjøbstæder. Udsalg af nye Uhre. Jeg Undertegnede anbefaler mig herved, idet jeg, som hidtil, har Udsalg af følgende Slags Uhre, med meere, saasom moderne 8 Dags Wiener Taffeluhre, 24 Timers dito, Skilderieuhre, Schwarzwalders=Dags, 2 Døgns og 24 Timers gaaende Stueuhre, udsøgte bornholmske 8 Dags dito, 15 Sorter forskjellige SølvUhre, franske Cylinder=Sølvuhre, Dame=Gulduhre, Spilledaaser, med flere andre Ting, mit Fag henhørende, Alt til muligst billige Priser. Ærbødigst tager jeg mig tillige den Frihed, at aflægge min Tak til de mange Venner og Velyndere, som hidtil have glædet mig ved deres skjænkede Tiltroe, og da Formaalet for mine Bestræbelser stedse skal være reel og billig Behandling, haaber jeg fremdeles at bevare og forøge samme. N. Fischer, Uhrmager i Nyborg. Grise til Salg.
266929;ode_110857;1834-03-27;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;Eligeret Borger i Aarhuus og Chef for Handelshuset, Ph. H. Ree & Co., Hr. H. Ph. Ree, har skjænket Byen en af de fortræffelige Chaldrons=Pomper, som han med ikke ubetydelig Bekostning har ladet indrette og opsætte paa en aaben Plads ved den gjennem Byen flydende Aar, hvorfra den umiddelbar hæver Vandet, hvilket den i kort Tid afgiver i en betydelig Mængde, hvisaarsag den er overmaade gavnlig i paakommende Jldebrandstilfælde. Magistraten og Byens Repræsentanter have paa Byens Vegne bevidnet Hr. Reederes Taknemmelighed og Høiagtelse for saadan i vore Tider høist sjeldne Opofrelse, samt for hans Jnteresse for Byens Vel, ligesom de ogsaa have optegnet det Passerede i Byens Raadstueprotokol. Den 23 Febr. blev ved Eideren skudt en hertillands sjelden Vandfulgt af Dykkernes Art, der formodes at være en Lom (Colymbus Troile Linn.), som ved de heftige nordvestlige Storme er bleven forslaget fra Grønlands Klippekyster og var saa forkommet, at den lod sig dræbe, uden endog at kunne gjøre Forsøg paa at undflye. Fra Næbet til Halen maalte den 1 1/2 Alen og fra den ene Vingespidse til den anden 3 Alen. Dens Farve er hvid, som paa Hovedet og langs med Ryggen spiller noget i det Gule eller Graae. Slagfjedrene ere sorte, Næbet blaalig grønt og Fødderne mørkegrønne med lysgrønne Striber.
163565;ode_007371;1810-09-07;Udenlandsk;t;Udenlandsk;t;Blandede Efterretninger;;;Greven af Gottorp besaae i Wittenberg Luthers Bolig, og skrev sit Navn ved Siden af Peter den Stores. Til en vis Doktor skal han have sagt: Herskernes Værdighed ligner en Koralsnor, som glimrer herlig, men kan sønderrives. Den 27 f. kom Greven atter til Leipzig. Den 30te var han i Weimar, hvortil ogsaa hans Gemalinde med en Deel af Familien ventes.
357792;ode_201818;1848-10-09;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;bog;"Faaes i de fleste Boglader i Danmark, i Odense hos Forlæggeren den Miloske Bog= og Papirhandel. Flyveposten, udkommer daglig som et Heelark med ledende Artikler, inden- og udenlandsk Politik, Nyheder, Theaterplacat, samt alle til et Dagblad hørende Lister og Meddelelser. Abonnenterne have fri Avertissementsret. J Bladet findes en Feuilleton, som fortiden indeholder de interessante Romaner: En Læges Memoirer, og ""Greven af Monto-Christo"" samt fra 11 October Eugene Sues nyeste Roman: ""De syv Dødssynder, III, ""Vreden eller Helvedsbranden. Tillige medfølger særskilt og uden Betaling hefteviis Alexander Dumas høist interessante Værk: Frankrig og Europa. Betalingen for Bladet er 7 Mk. 8 s. Qvartalet eller 10 s. ugentlig i Kjøbenhavn i Provindserne, alle Omkostninger iberegnede, 9 Mk. pr. Qvartal. Tiltrædende Abonnenter erholde de udkomne Romaner af De syv Dødsynder: ""Hoffærdighed eller Hertuginden"", 5 Dele, og Frederik Bastien, eller, Misundelse, 3 Dele, til fri Gjennemlæsning, eller som Eiendom for 2 Mk. Abonnement modtages paa Bladets Contoir, Skindergade Nr. 38, i Stuen, samt paa de respective Postcontoirer i Provindserne."
294626;ode_138635;1839-07-30;Jndenlandsk;f;Jndenlandsk;f;Fædrelandet;Udenlandsk;;"Blandinger. Med Hensyn til den Sætning: at billige Priser paa en eller anden Nydelsesgjenstand forøgeForbruget deraf, yttrer Berl. Tid, sig saaledes: Vi ville ogsaa her i Danmark kunne anføre mange saadanne Exempler, men ved ingen indført Forbedring viser det sig saa paafaldende som ved Befordringsvæsenet og det forøgede Antal af Reisende. Ønskeligt var det, naar Postdirectionen vilde give Oplysning om Antallet af de befordrede Breve og i hvilket Omfang dette er voxet, ligesom det vilde være interessant at vide, om Gods- og PengeBefordringen med Pakkeposten har tiltaget, siden Portoen, og Fragten ere blevne nedsatte. Jøvrigt kunne vi ved denne Leilighed ikke undlade at bemærke, at vor Brevporto, især med Hensyn til Jndlandet, er for høi; deraf kommer det, at Folk søge saa mange andre Leiligheder, for dermed at befordre Breve."" Vor Regjering har – ifølge Augsb. Allg. Zeit. - ladet indtræde en Besparelse i de diplomatiske Udgifter, som Man vist tør haabe at see efterfulgt i flere lignende Tilfælde. Jfølge det nævnte Blad vil nemlig Danmark for Eftertiden ikke meere blive repræsenteret ved det sachsiske Hof, men de muligt forekommende diplomatiske Anliggender, som Danmark maatte have at afgjøre med Sachsen, blive besørgede af den til kongelig dansk Consul i Leipzig nylig udnævnte Banquier, Frege den Yngre. Hr. v. Coopmanns, der har været dansk Charge d'Affaires i Dresden, men allerede i længere Tid var bestemt i samme 534 12 Egenskab til Brussel, har hidtil privatiseret i Dresden. hvorfra han nu agtede at tiltræde sin nye Post. Randers Avis melder, at Byens Borgerrepræsentanter i et Møde den 22de have til den nye Borgermester og Byfoged, Hr. Kammerjunker Koefoed, udfærdiget en Adresse, hvori de forsikkre ham om, hvor lidet den i No. 28 af ""Jyllandsposten skete Opfordring til ham er overeensstemmende med de Følelser, hvormed de og sikkert alle retsindige Borgere ere traadte ham imøde. Vi have derfor - hedder det i Samme - fundet det høist upassende, at Man har villet tilskrive os Fordringer, som vi ikke have næret, og vi maae beklage, at der derved er givet Anledning til Discussioner, der maae være Dem ligesaaubehagelige som os."" J Anledning af Sognepræst Hans Brøchners (Gangsted og Søvind Menigheder i Aarhuus Stift) Død, melder Aarh. Avis, at han var født 1776 i Ørting Præstegaard, hvor hans Fader, Hr. Peder Brøchner, da var Præst, der siden forflyttedes til Grenaae, og derfra tilRaarup, hvor han døde som Sognepræst og Provst i BjerreHerred. Hans Farfader var den i sin Tid bekjendte og almindelig agtede Consistorialraad Brøchner i Spentrup. Egentlig nedstammer denne Familie fra en Handelsmand, Brochner fra Sangershausen i det Sachsiske, hvorfra han i Trediveaarskrigen flygtede hid, for at undgaae Religionsforfølgelserne. - Den Afdøde udmærkede sig fra sin første Ungdom ved Flid og Lærelyst, og var en af sal. Rektor Worms kjæreste Disciple; ligesom han og ei alene ved sin Flid og sine Kundskaber, men og ved det smukke Mindedigt, han satte over sin elskede Lærer, hædrede denne høitfortjente Skolemand. ""Dagen"" af 24ds, melder, at den Sammenkomst, der den forrige Uge holdtes i Gothenborg mellem skandinaviske Læger og Naturforskere, var at ansee som et foreløbigt Møde, hvorved de fremtidige Forsamlinger efter fælleds Overveielse organiseredes. Der handledes altsaa fornemmelig om didhørende Gjenstande, og ikkun enkelte videnskabelige Foredrag holdtes, saavidt vides af Danske og Norske. Men med Hensyn til de fremtidige Sammenkomster vedtoges, at Man hvert andet Aar vil holde et ordentligt Møde, at det første Møde skal finde Sted i Julii Maaned næste Aar og holdes i Kjøbenhavn. Etatsraad Ørsted og Prof. Schouw ere valgte til Ordførere. Fra Stokholm og Upsala havde ikke Mange indfundet sig ved Til Sammenkomsten havde ialt Mødet i Gothenborg. 83 Medlemmer tegnet sig, hvoriblandt 21 Danske, 1 Preusser, 10 Normænd og 51 Svenske, senere tegnede sig endnu 5 svenske Lærde."
240150;ode_084008;1827-07-26;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Titelblad;;;"Mahognie=Finerer, som er skaaren paa Maskine, er i til forskjellige Priser at bekomme hos W. Rasmussen, Snedkermester i Odense. 300 Tdr. god Bager=Hvede, 100 Tdr. Malt og et lidet Partie Byg er til Salg hos Brygger Paulsen paa Vestergade i Odense. Formedelst en stærk tiltagen Gigtsvaghed og Aarenes Tiltagende, er jeg bleven findet at sælge Gaarden Vrandruphaugaard med underliggende Huse. Denne Eiendom er temmelig bekjendt for sin skjønne Beliggenhed i en skovrig Egn, 3/4 Miil fra Kolding. At beskrive den vidtløftig, behøves vel ikke, blot vil jeg opgive noget af det vigtigste, som jeg altid for min Liebhaver, ved at tage Eiendommen i Øiesyn, vil indestaae for. Gaarden er bygget og saaledes vedligeholdt til en Familie uden for Bondestanden, har flere gibsede Værelser og Kieldere under samme, tilligemed en sjelden Hauge. Gaarden liggensaa at sige midt i sine Jorder, strax ved den store Kongeaae, sønden for samme, har et Areal af 184 Tdr. Land med 14000 Alen, hvoraf tvende Skove, som er indhegnet for sig selv, cirka 22 Tdr. Af svær Bøg= og Egeskov, kan hugges aarlig uden Skade 30 a 40 Favne Træe. Af Høe avles aarlig circa 200 a 250 Læs Enghøe, foruden Kløver, som i Almindelighed er 80 a 100 Læs. Udsæden er aarlig 16 a 17 Tdr. Rug; Byg og Havre i Forhold dertil; Boghvede efter Eierens Godtbefindende. Af Hollænderiekøer holdes 34 a 36 store Køer, foruden Ungevæg, samt 6 a 8 Heste. Har et Ørtefiskerie i Kongeaaen og aparte Fiskedam, samt endeel holsteenske Rettigheder, er udskiftet fra al Fælledsskab, Hegnet med levende beplantet. Besætning, samt hele Afgrøden kan følge, enten alt eller endeel, efter Overeenskomst. MedKjøbesummens Betaling kan det ganske lempes efter Kjøberens 440 Leilighed, NB. at han er suffisant Mand, og altsaa kan det meste af Kjøbesummen blive indestaaende uopsagt i flere Aar. Eiendommen kan tiltrædes, naar forlanges. Vrandruphaugaard den 26 Juni 1827. J. Hansen. NB. For at spare Liebhaverne en unyttig Korrespondence, tilføies herved, at bemeldte Gaard eier 2de Tiender, den 3die svares efter hvert Aars Kapitelstaxt, har 10 Tdr. 2 Skpr. 2 Fdkr. ufrit Hartkorn. Til Gaarden hører desuden circa 34 Tdr. Land, som er frie for Skat og Afgivt, imod at svare 2 Rbmk. r. S. aarlig. De Dage, som forrettes af Huusmændene, bestaae kuns for Tiden af 36. Disse Huse ere blot henleiede, og kan altsaa efter Eierens Ønske paa 1/2 Aar opsiges. Vrandruphaugaard den 10 Juli 1827. J. Hansen. Et Partie af henved 70 Stykker fortrinlig gode spanske Faar, Vædere, Beder og Lamere til Salg hos Forvalter Brandt paa Harritslevgaard. Formedelst indtrufne Forandringer er i Huset No. 316 i i Klaregaden 3 Stuer og Kjøkken i underste Etage, samt 2 tørre Kieldere til Jldebrændsel og Adgang til Gaarden, at faae til Leie førstkommende Michaeli Flyttetid. Man melder sig til Jomfrue v. Haven, som boer i Huset, eller til Kjøbmand Holmsted."
234335;ode_078180;1826-03-27;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Titelblad;;;"Torsdagen den 6 April førstkommende, om Formiddagen Kl. 10, bliver paa Hovedgaarden Lammehauge i Ringe Sogn, afholdt offentlig Auction over den sammesteds værende almindelig bekjendte udmærkede Besætning af Køer og Heste, saavelsom Vogne, Plouge, Harver, Meierieredskaber, Kobber, Jernfang, Kjøkkentøi, Speile, Borde, Stole, Sengesteder, Sengeklæder, Linned m. m.; hvilket herved bekjendtgjøres til de Lysthavendes Efterretning. Herredskontoiret i Svendborg den 21 Marts 1826. C. Christensen."
317356;ode_161382;1843-05-03;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;"Bekjendtgjørelse. Da det, under den befalede Undersøgelse over de ved Svendborg Postcontoir af Fuldmægtig P. Daugaard forøvede Defrandationer, tillige er oplyst, og, af Jnqvisiten omsider vedgaaet, at der af de Corresponderende fra og til Svendborg, i Aarene 1838-1842 inclusive, ligesom og i Januar Qvartal 1843, meere eller mindre, er beregnet og oppebaaret høiere Porto end Taxterne hjemle, saa skulde jeg, i Forbindelse med min, den 31 Marts d. A., udstædte Bekjendtgjørelse, og, i Medhold af den mig ved den Kongelige Generalpostdirections Skrivelse af 18de., givne bemyndigelse, herved opfordre Alle og Enhver, som maatte formene sig forurettet ved for høi affordret Porto og som agte herfor at gjøre Fordring paa Erstatning, til, inden 3 Uger fra denne Bekjendtgjørelses Dato, at anmelde, og, ved Fremlevering af Breve eller andre Actstykker, at legitimere saadant for mig; og tilkjendegives tillige Vedkommende, at Forhørerne i denne Retning formeentligen ville blive sluttede med Udløbet af de ovenmeldte 3 Uger. Svendborg, i Hr. Lacoppidans Gjæstgivergaard, den 21 April 1843. C. Høegh-Guldberg, Overkrigscommissair og Postmester. Hr. C. A. Møller paa Forvaltningscontoiret i Tranekjær har paataget sig at være Commissionair fornedennævnte Boghandel. Som en Følge heraf kan Enhver paa Langeland Boende, som ønsker sig Bøger herfra, ved derom at henvende sig til bemeldte Hr. C. A. Møller, erholde disse sikkert og hurtigt tilstillede. S. Hempels Boghandling. Gjæstgiverie i Bogense."
303401;ode_147427;1841-01-25;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;"Adressecontoiret anviser. En beqvem Huusleilighed for en honet Familie er at faae til Leie uden for Nørreport til Paaske Flyttetid. Adressecontoiret anviser. Beboelses-Leilighed. Et nyt opbygget og smukt indrettet Huus paa 7 Fag, indrettet til 3 Stuer, foruden Kjøkken og øvrige Beqvemmeligheder, for en Præste=Enke eller en anden honet Familie, kan med tilliggende gode Hauge faaes til Beboelse 1 Mai d. A. for en yderst billig Leie, naar man derom henvender sig til Sognefoged Jens Rasmussen i Steenløse. Anders Rasmussen Bødkers eiende og iboende Huus i Weilby Skov, Weilby Sogn, Wends Herred, med tilliggende Jordlod, 4 Tdr. Land, hvoraf Halvdelen er merglet, som staaer for Hartkorn 2 Fdkr. og hvis Bygninger ere for 3 Aar siden af nye opførte, deels af Grundmuur og deels af Bindingsværk, kan erholdes tilkjøbs. Liebhavere ville henvende sig enten til Eieren eller til mig. Stutterigaarden den 20 Januar 1811. J. Hviid. Svendborg. Det af Frue Justitsraadinde Benzon i flere Aar heri Byens Skattergade beboede Huus er til Paaske Flyttetid at faae tilLeie. Huset bestaaer af 3 Værelser med 2 Kakkelovne, Kjøkken, Spiiskammer og Kjelder, og i Qvisten 2 Værelser, Pultetkammer og Loftsrum; desuden Jndkjørsel, Sidebygning, Vand i Gaarden, samt en smuk liden Have. Man behager at henvende sig til Capitain Simonsen i Svendborg, som akkorderer om Leien. Forpagtnings=Auction vil i Løbet af Mai eller Juni Maaneder d. A. blive afholdt over Hovedgaarden Holckenhavns Avling og Hollænderie, der er fordeelagtigt beliggende 1/4 Miil fra Nyborg Kjøbstad. Dagen, Tiden og Stedet m.m. vil nærmere vorde bekjendtgjort. Holckenhavn den 20 Januar 1811. Jørgensen, Forvalter."
275583;ode_119537;1836-03-10;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Odense Overgade. Nylig arriveret frisk og godt inden, og udenlandsk Haugeog Blomsterfrøe, tilligemed Ærter og Bønner, bekommes sal. Gartner Chr. Büngers Enke Odense d. 25 Febr. 1836. paa Klingenberg.
290636;ode_134621;1838-12-10;Udenlandsk;t;Jndenlandsk;f;Udenlandske Blandinger;;;"Udenlandske Blandinger. Sverrig. J flere svenske Blade læses nu in extens Artiklen af Kjøbenhavnsposten i Anledning af den i et fransk Blad indførte Fabel om en Jntention fra russisk og svensk Side at ville inddrage Danmark i en Ofog Defensiv=Alliance imod Engelland. ""Aftonbladet af 28 f. M. finder, ved at optage Artiklen, at det i det mindste er interessant at erfare, at denne Tænkemaade er herskende hos vore Naboer hiinsides Sundet. ""At den deles ogsaa paa denne Side, tilføier det, af hele Folket, er ingen Tvivl underkastet, om ogsaa En og Anden af Bureaukratiets Medlemmer og de, som staae Magten nærmest, med deres Hu finde sig dragne mod Østen."" Norge. De i Drammen afbrændte Bygningers Brand=Assurance beløbe sig til 55,450 Sp. Af Jndboeog Varer reddede nogle af de Brandlidte Mere eller Mindre, men Enkelte næsten Jntet. Af Korn og andre Fedevarer ere desværre, en betydelig Qvantitet bleven et Rov for Luerne; men af langt større pecuntair Værdi ere udentvivl de opbrændte Manufactur- og Colonialvarer, Samtlige Beboere af de tilintetgjorte Huse ere, saavidt vides, blevne reddede, men have intet blivende Sted og ere indlogerede hos Slægtninger v. s. v. Næsten alle de afbrændte Huse vare beboede af Kjøbmænd, hvilke beklageligviis ikke vides at have assureret deres Varer og Effekter. Om Aarsagen til Jldens Opkomst haves hidtil ingen Underretning, dog troer Man, at det er skeet ved et aldeles uforudseeligt Tilfælde."
344785;ode_188811;1847-04-06;Jndenlandsk;f;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Alle aarlige Angivelser, der indrettes efter det vedføiede Schema, opbevares i 3 Aar ved Archivet, forved forekommende Brandskade at sammenholdes med den sidst indsendte Angivelse. § 5. Bidragets Beregning og Betaling.
308971;ode_152997;1841-12-28;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;teater;Theatret i Odense. Foreløbigen bekjendtgjøres, at de tvende næste Forestillinger gives Nytaarsdag og Søndagen den 2 Januar 1842. Jndholdet skal nærmere blive bekjendtgjort. C. Hoffmann.
314635;ode_158661;1842-11-29;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;"Blandinger. Jfølge Alt. Merk. skulle Statholderen Prindsen af Augustenborg, Regjeringspræsidenten, Spies og Cancelliepræsidenten Reventlow-Criminil efter den slesvigske Stænderforsamlings Slutning sammentræde i en Commission, der skal raadslaae om en ny Organisation for den slesvig-holstenske Regjering. Odense. Over den store Granit, som er bestemt til Frederik den Sjettes Mindestøtte, er nu bygget et Huusmed Kakkelovn, for i Vinter at tilbugges; det er en sjelden smuk Masse, der i Kornet meget ligner Stenen over Kong Gorm den Gamle paa Jellinghei. Efter Bestemog melsen skal Stotten udføres efter en meget smuk Tegning, af Prof. Hetsch med Emblemer af Thorvaldsen og være færdig i August Maaned næste Aar, til hvilken Tid Skanderborg kan vente sig en sjelden høitidelig Fest. iligencepost.) ""Fædrelandets Løverdagsnummer er lagt under Beslag."
357694;ode_201720;1848-10-04;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;"Skipper J. J. Steen, førende Jagten Enigheden af Odense, er i disse Dage afgaaet til Hull, hvorfra han retournerer til Hjemstedet, anbefalende sig for Stykgods m. m. Nærmere Underretning erholdes hos Mægler Maar eller J. Ploug & Richardt. Ved Frorup Skole er, formedelst indtruffen Vacance, en interimistisk Ansættelse for en Seminarist eller et andet dannet Menneske, som kan forevise gode Anbefalinger. Man behage snarest muligt at henvende sig til Sogneforstanderskabet i Frørup pr. Nyborg eller Undertegnede. H. Laub. Capellan i Frørup. En confirmeret Dreng af god Opdragelse kan paa gode Vilkaar blive anbragt ved en Boghandel i en af Siællands største Kjøbstæder. Billet mærket Boghandels bedes indlagt paa Adressecontoiret. En ung dannet Pige ønsker sig til førstk. Novbr. Plads i en borgerlig Huusholdning; hun er tillige villig til at undervise mindre Børn i de første Skolekundskaber, Haandarbeide og Musik. Paa Løn sees ikke saameget som paa en blid og venlig Omgang. Man behager snarest muligt at henvende sig til Adressecontoiret."
287460;ode_131445;1838-05-21;Udenlandsk;t;Udenlandsk;t;Titelblad;;;Jndhold. Politisk Oversigt: Storbrittannien (Den irske Tiendelov gaaet igjennem i Underhuset). Frankerig (Rustninger paa Nordgrændsen). Spanien. Preussen. Grækenland, Udenlandske Blandinger. - Fædrelandet. Kongehuset Offentlige Foranstaltninger. Provindsialstænderne. Videnskabelighed. Tildragelser. Blandinger. Odense.
252656;ode_096519;1830-09-24;Udenlandsk;t;Udenlandsk;t;Udenlandske Blandinger;;;Tydskland. Den 18 Septbr. blev Forsamlingen af Læger og Naturkyndige aabnet i Hamborg paa en af Børsen. hallens Sale med en Tale af Borgmester Dr. Bartels. En stor Mængde fremmede Videnskabsmænd fra Danmark, Sverrig, Skotland, Polen og Nordamerika ere ankomne dertil. En Deel af de Herrer Naturforskere have besøgHr. Booths berømte Plantehuse i Altona. Forsamlingen skal næste Aar holdes i Wien.
192477;ode_036283;1817-04-24;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Avertissements;;;Durch das mir im vorigen Jahre von den Blumen Liebhabern schönblühender Sommer=Gewachse, geschenkte Zutrauer, aufgemuntert, habe ich meine Samlung eine grosere Mannich faltigkeit zu verschaffen gesucht, und offeriere fur dieses Frujahr følgende fortige Pakkete for hnliche Preise wie das vorigMahl, und zwar. Ein Sortement von 200 Sorten for 24 Rbthlr. N. W. 150 Ein dito 12 Ein dito - 100 - - 6 Ein dito - 50 - - 4 Ein dito - 30 2 - 16 - dito Eine starke Prise Georgina Purpures a 12 Verzeichnisse mit lateinisch botanischer Nahmen følgen dabenDie Bedingungen sind wie voriges Jahr - baare Vorauszahlung in Postfreien Briesen - ohne welche Vorsicht keine Absendung erfolgt. Der Beqvemlichket halver sind ovige Pakkete unter meiner Versiegelung bey dem Herr. Apotheker Andersen in Odensee, bisultimo April Monath zu haben. Sønderburg im Januar 1817. Nic. Vothmann.
350479;ode_194505;1847-11-22;Udenlandsk;t;Udenlandsk;t;Udenlandske Blandinger;;;Tydskland. Paa Postkongressen i Dresden skal Man være bleven enig om, at Brevpost-Taxten i alle Postforeningens Stater skal udgjøre for et enkelt (1 1/2 Lods) Brev i en Afstand af indtil 6 Mile - 2 Kreuzer, under 20 Mile - 5 Kr., over 20 Mile - 10 Kr. En Kreuzer er omtrent - 1 Rbs.
351568;ode_195594;1848-01-03;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;"For en ferm Stuepige, som forstaaer sig paa Vadsk og Strygning, er en Plads ledig i Odense til Mai. Adressecontoiret anviser; men uden gode Anbefalinger nytter det ei at melde sig. 800 Rbd. 55 1/2 s., Umyndiges Midler, kunne imod lovbefalet Sikkerhed erholdes til Laans. Bjerge Aasum Herreders Contoir den 21 Decbr. 1817. Lüttichau. Af offentlige Midler kan strax faaes til Laans 250 Rbd. Sølv, imod lovbefalet Sikkerhed. Man henvender sig til Farver Simon Hempel."
238363;ode_082221;1827-02-27;Jndenlandsk;t;Jndenlandsk;t;(Jndsendt.);;;"(Jndsendt.) Længe har det været et Almeenønske blandt Søefarende, som beseile Kattegattet til og fra Belterne, at Fornæsset paa Jydlands østlige Kyst maatte blive forsynet med et Fyhr, hvis Savn høilig føles; thi ved Fornæssets Forbiseiling, hvad en ten Man kommer Sønder eller Nord fra, falder en Koursførandring af 3 til 4 Streger efter Vindens Beskaffenhed. Med østlige Vinde ere Søefarende, især om Nattetider, udsatte for mange Farer i dette Farvand, der ganske mangler KunstenHjelp, da det er umuligt at beregne Strømmens Fart. Erfaring har ofte viist, at Skibe Sønder fra, som ikke formodede at være passeret Fornæsset, stødte paa Anholts nordvest RenLoddet kan ikke veilede, da Dybden findes fra 9 til 11 Favne saavel langs jydske Kysten som lige til Anholts nordvest RevMan tør ei heller styre tæt op med Landet formedelst den farlige Kalkgrund. Ved at anduve Fornæsset Nord fra, er Manudsat for Hasteensgrund, thi med østlige Vinde og Kuling kan ikke tages Lodskud af Stevnehoved Flak, for derfra at seileuden om Fornæsset, dermed løber Man sig let i Lee og forsinter sin Reise. Styrer Man østligen, give Lodskuddene ingen Kundskab om Fornæsset er passeret, og Man staaer da Farfor at støde paa Hasteensgrund. Rummet er her for indskræn127 ket til yderligere at oplyse, hvor vigtigt og nyttigt et Fyhr paa Fornæsset maatte være for de Søefarende, som skulle passere dette Huk. Da Mange af Landets Jndbyggere maae søge deres Næring af denne Vei, tør Man haabe, at mere Kyndige ville værdige disse Linier den Opmærksomhed, de fortjene, saa at der paa anførste Sted maatte skee Noget til Sikkerhed for Søefarten, der er Handelens uadskillelige Ledsager og Danmarks vigtigste Erhverv. 14vertissements"
320039;ode_164065;1843-10-12;Udenlandsk;t;Udenlandsk;t;Titelblad;;;Frankerig. Moniteuren bekjendtgiør, at Prindsen af Anmale har overtaget Kommanden i Provindsen Constantineh. Paa sin Reise i Provindserne har Hertugen af Nemours uddeelt 300 Æreskors. - Man siger for vist, at Marskal Soult vil nedlægge Portefeuillen.
158120;ode_001926;1809-06-12;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Avertissements;;;Da nærværende Spisevært paa det Fyenske SkolelærerSemniarium, Hr. Agerøe, formedelst indløbne Omstændigheder, ei seer sig istand til at tilfredsstille sine Kreditorer, og paa den Grund seet sig nødsaget til at opgive sit Boe til lovlig Skiftebehandling, saa indkaldes herved med 6 og 12 Ugers Varsel Boets Kredi= og Debitorer de Første at betale hvad de maatte være skyldige og de Sidste at legitimere deres Fordringers Rigtighed.
293625;ode_137634;1839-05-31;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;bog;Det kongelige Stutterie ved Frederiksborg eller Afbildninger af derværende Heste med hosfulgt Beskrivelse. Til Bogladepriis faaes: Skizzer til de af J. L. Heiberg udgivne Noveller af Forfatteren til En Hverdags-Historie. 1 Rbd. 3 Mk. Hustrations de Arme Francaise 1288 1832.
