,original_title,translated_title,author,article_id,date,text
10,Lov og Rets Tabel for Danske Bønder,Table of Law and Rights for Danish Farmers,NO_AUTHOR,aar_028097,1804-05-23,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Bornelærdom, af N. Blicher, Præst i Randlev, andet og omarbeidet Udgave, for 3 s. i taae Materie, heftet 5 s. Blichers Visdoms og Drds Tabel = 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. NB. J Bog= eller Halvhundredviis faaes Stykkefor 2"
11,Heste og Qvæglæge Tabel,Table of Veterinary Medicine for Horses and Cattle,NO_AUTHOR,aar_028097,1804-05-23,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Bornelærdom, af N. Blicher, Præst i Randlev, andet og omarbeidet Udgave, for 3 s. i taae Materie, heftet 5 s. Blichers Visdoms og Drds Tabel = 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. NB. J Bog= eller Halvhundredviis faaes Stykkefor 2"
12,Birchs Bibelhistorier,Birch's Bible Stories,NO_AUTHOR,vib_057282,1820-12-09,"Kings og evangeliske stor og smaastilede Salmbøger Lærebøger, Birchs Bibelhistorier, Katekis. mer, A.B. C. og Almanakker, faaes til gangbare Priser hos A F. Just."
13,SaraSmorros Troniken,The Chronicles of SaraSmorros,NO_AUTHOR,ode_055814,1821-03-02,"Af de for menig Mand bestemte Exemplarer af SaraSmorros Troniken overlades nu til Skoler, Sogneselskaber, og Almuehogsamlinger etc. de udkomne 2 første Dele af hver af Kronnikerne indbundne for 4 Rbd. Sedler, naar Man derom behager at henvende sig til en af Kommitteens Medlemmer Pastor Jlarnsyld i Assens, Overlærer, Dr. Müllertz i Nyborg og Adjunkt Hame i Odense, Modtageren giver Beviis for, hvortil Exemplaret er bestemt, og at Fortsættelsen ligeledes kjøbes."
14,"Bogstavskriftens (Skrive og Læsekunsten) høist simple Oprindelse og første Anvendelse samt Anviisning til i faa Timer at lære ""Uvidende den Kunst at læse","The Most Simple Origin and First Use of the Letter Writing (Writing and Reading Art) and Instructions to Learn ""The Ignorant the Art of Reading"" in a Few Hours",NO_AUTHOR,aal_067061,1828-07-26,"(Jndsendt.) Foranlediget ved det i No. 109 af Aalborg Stiftstidende indrykkede Stykke, om en af Hr. Laforre opfundet Fremgangsmaade, ifølge hvilken han i 30 Timer vil kunne lære Børn at læse, finder jeg mig beføiet til at bekjendtgjøre: at paa nærværende Tid af mig udarbeides et Skrift under Titel: Bogstavskriftens (Skrive og Læsekunsten) høist simple Oprindelse og første Anvendelse samt Anviisning til i faa Timer at lære ""Uvidende den Kunst at læse."
15,Grynposen,The Gryn Pouch,Th. Hegaard,ode_071760,1824-09-14,"I Dagen No. 208 læses følgende Bekjendtgjørelse: Da Riimposen har en rivende Afsætning, saa agter Forfatteren og kort Tid at udgive en Fortsættelse i WalterScots Maneer skreven Roman betitlet: Grynposen. Th. Hegaard."
16,Kateketisk Magasin,Catechetical Magazine,J.C. Wegener,ode_081725,1827-01-17,"Fra Pressen er udkommet: Kateketisk Magasin af J. C. Wegener, Forstander for det Kongelige Skolelærer-Seminarium paa Joenstrup. Første Binds andet Hefte, indeholdende følgende Katekisationer: 1) Den ægtekristelige Menneskekjærlighed bør være ufortrøden, virksom, uegennyttig og viis 2) Om de Glæder, den sande Menneskekjærlighed skjænker os 5) Om Guds Almagt; 4) Om Guds Alvidenhed; 5) OmGuds Viisdom; 6) Til Lærebogens 6 Kap. 1. 2. 5, 7) Religion er Menneskets vigtigste Anliggende. - Kateketiske Materialier, Udkast o. s. v. Til Lærebogens 3 Kap. 1. 2. Foranhver særskilt Katekisation findes en Forberedelse, og iøvrigt skal Samlingen indeholde deels Forfatterens egne Arbeider, deels et Valg af Andres, fornemmelig af Prof. Dinters Unterredungen. Den opmuntrende Deeltagelse, hvormed første Hefte er modtaget, lader haabe, at et for Skolevæsenet saa vigtigt Foretagende vil faae heldig Fremgang. Magasinet udkommer i tvang, løse Hefter og med hvert Bind skal følge særskilt Hovedtitel og Jndholdsliste. Bogladeprisen paa dette Hefte (9 1/2 Ark 8vo) er 5 Mk. 8 s. indheftet i kouleurt Omslag; for dem, som subskribere paa Fortsættelsen, 4 Mk. 4 s. - Tredie Hefte, hvorved første Bind sluttes, er under Pressen og udkommer med det første. Skrivtet faaes og Subskription modtages fremdeles : i Kjøbenhavn hos Hr. Hofboghandler Schubothe og paa den Gyldendalske Boglade, i Aalborg hos Hr. RottbølSadolin, i Aarhuus hos Hr. Jessen, i Randers hos Hr. Elmenhoff, i Ribe hos Hr. Ramsing, i Viborg hos Hr. Dons, i Sorøe hos Hr. F. Holm, i Nyborg hos Hr. Buschsamt hos Forlæggeren S. Hempel. Odense den 16 Januar 1827."
17,Hertug Uhaldo,Duke Uhaldo,A. v. Kotzebue,aal_037640,1824-01-28,"Torsdagen den 29de Januar opføres paa Theatret i Hr. Muurmester Ludewigs Gaard i Bispensgade, i Anledning af Hans Majestæt Kongens Fødselsdag: Prolog, forfattet og fremsiges af Hr. Bigum. Derefter: Hertug Uhaldo, Riddersørgespil i 5 Acter af A. v. Kotzebue, oversat af N. T. Bruun. Steiner."
18,"Ny Kogebog eller Anviisning til at kogebage, stege, indsylte, henlægge, indslagte, anrette o. s. v.","New Cookbook or Instructions for Baking, Frying, Pickling, Storing, Stuffing, Presenting, etc.",C. Jakobsen,ode_069095,1824-02-04,"Jakobsen, C., Ny Kogebog eller Anviisning til at kogebage, stege, indsylte, henlægge, indslagte, anrette o. s. v. 2det Oplag. 1821. 1 Rbd. heftet."
19,De Sandseslasse,The Sensual Classes,Kotebue,aar_078804,1819-03-27,"Bekiendtgiørelser. Søndagen d. 28de Marts, Aftenen Kl. 7, opføres paa Polyhymnias Theater: De Sandseslasse. Lystspil i 1 Act af Kotebue. Vedsteforældrene, eller det snurrige. Frierie. Originalt Lystsvil i to After af B. Bang."
20,"Vedsteforældrene, eller det snurrige. Frierie","The Grandparents, or the Whimsical. Courtship",B. Bang,aar_078804,1819-03-27,"Bekiendtgiørelser. Søndagen d. 28de Marts, Aftenen Kl. 7, opføres paa Polyhymnias Theater: De Sandseslasse. Lystspil i 1 Act af Kotebue. Vedsteforældrene, eller det snurrige. Frierie. Originalt Lystsvil i to After af B. Bang."
21,"Juliette, eller det hemmelige Ægteskab","Juliette, or the Secret Marriage",Frederik Kind,aal_044106,1825-01-06,"Ceres. Et periodisk Skrivt for dannede Læsere. Udgiver af F. M. Lange. Femte Hefte. Det indeholder: Juliette, eller det hemmelige Ægteskab, af Frederik Kind. - Jagtgildet, af Washington Irving. Subskription modtages hos Vogelius, Boghandler og Bogbinder."
22,Jagtgildet,The Hunting Feast,Washington Irving,aal_044106,1825-01-06,"Ceres. Et periodisk Skrivt for dannede Læsere. Udgiver af F. M. Lange. Femte Hefte. Det indeholder: Juliette, eller det hemmelige Ægteskab, af Frederik Kind. - Jagtgildet, af Washington Irving. Subskription modtages hos Vogelius, Boghandler og Bogbinder."
23,"Lov og Ret for Herremænd, og Bønder",Law and Justice for Gentlemen and Peasants,Joh. G. Lund,thi_033858,1837-07-29,"De Herrer fra Landet, der hos mig have subscriberet paa Lov og Ret for Herremænd, og Bønder, ville behage at lade 1ste og 2det Joh. G. Lund. Hefte afhente hos"
24,Apparat til Underviisning i dansk Skrift,Apparatus for Teaching Danish Writing,H. Jastraus,ode_184130,1846-09-12,"AVERTISSEMENTS. Paa mit Forlag er udkommen: H. Jastraus Apparat til Underviisning i dansk Skrift. 1ste Hefte i Omslag 3 Mk. Opklædet paa fast Pap i 1to 6 Mk. Ditto opklædet paa Pap, gjennemskaaret i 86 Stkr., der udgjøre 6 Afdelinger, hver med et lille Foutteral og et større ditto til at conservere dem i, 9 Mk. 2det Hefte, med større dansk Sammenskrift, engelsk eller latinsk Skrift, samt Fractur, vil complet udkomme i næste Maaned. Miloske Bog= og Papirhandling."
25,allerældste Poesier,the oldest Poems,Baggesen,aar_113964,1826-11-17,"Baggesens allerældste Poesier, fra hans syvende Aar, kan ventes i en til Nytaar udkommende Samling."
26,Penia eller Blade for Skole=Jndustrie=Medicinal- og Forsørgelses=Væsen,Penia or Leaves for School Industry Medical and Welfare Affairs,Statsraad Thaarup,aal_030269,1822-11-21,"Følgende nye Bøger faaes hos Undertegnede: Penia eller Blade for Skole=Jndustrie=Medicinal- og Forsørgelses=Væsen, af Statsraad Thaarup for 1816 9 Mk., 1817 og 1818 4 Mk., 1821 7 Mk. 8 s. Kirkens Band, Ridderskuespil af N. Søtoft, indbunden 9 Mk. Barbereren i Sevilla, Syngestykke i to Akter ved N. T. Bruun, heftet 1 Rbd. Almanakker for 1823 a 100 11 Rbd. Skriverbøger for Almueskoler paa 1 Bog Papir, hefter 16 s. Rottbøll Sadolin."
27,Kirkens Band,The Church's Bond,N. Søtoft,aal_030269,1822-11-21,"Følgende nye Bøger faaes hos Undertegnede: Penia eller Blade for Skole=Jndustrie=Medicinal- og Forsørgelses=Væsen, af Statsraad Thaarup for 1816 9 Mk., 1817 og 1818 4 Mk., 1821 7 Mk. 8 s. Kirkens Band, Ridderskuespil af N. Søtoft, indbunden 9 Mk. Barbereren i Sevilla, Syngestykke i to Akter ved N. T. Bruun, heftet 1 Rbd. Almanakker for 1823 a 100 11 Rbd. Skriverbøger for Almueskoler paa 1 Bog Papir, hefter 16 s. Rottbøll Sadolin."
28,Barbereren i Sevilla,The Barber of Seville,N. T. Bruun,aal_030269,1822-11-21,"Følgende nye Bøger faaes hos Undertegnede: Penia eller Blade for Skole=Jndustrie=Medicinal- og Forsørgelses=Væsen, af Statsraad Thaarup for 1816 9 Mk., 1817 og 1818 4 Mk., 1821 7 Mk. 8 s. Kirkens Band, Ridderskuespil af N. Søtoft, indbunden 9 Mk. Barbereren i Sevilla, Syngestykke i to Akter ved N. T. Bruun, heftet 1 Rbd. Almanakker for 1823 a 100 11 Rbd. Skriverbøger for Almueskoler paa 1 Bog Papir, hefter 16 s. Rottbøll Sadolin."
