,original_title,translated_title,author,article_id,date,text
10,Eriminalprocessen,The Criminal Process,Balthaser Bang,aal_044614,1825-02-02,"Fredag Aften Kl. 6. Benefice for Hr. Skuespiller Müller: Eriminalprocessen, originalt Sørgespil i fem Acter af Balthaser Bang. Til Slutning en Epilog, der fremsiges af Mad. Müller."
11,Fuldstændigt Aftryk af den indbyrdes Underviisningsmethodes nye Tabeller,Complete Print of the New Tables of the Interrelated Teaching Method,S. Hertz,aal_143685,1841-02-20,"Fuldstændigt Aftryk af den indbyrdes Underviisningsmethodes nye Tabeller, udgiven af Candidatuphillesophie S. Hertz i Veile, faaes for 12 s. hos D. S. Philipson, Bogbinder."
12,Danske Markblomster,Danish Wildflowers,J. Wildt,aal_026240,1822-04-06,"Danske Markblomster, Nytaarsgave for Skuespilyndere, 1822, af J. Wildt, faaes indbunden for 9 Mk. hos Vogelius."
13,Ludvig Holbergs Skrifter,The Works of Ludvig Holberg,K. L. Rahbek,aal_028045,1822-07-20,"Hvor Ludvig Holbergs Skrifter, 21 Deele heftet, udgivne ved Professor K. L. Rahbek, og Biskop Balles Religions Blad, Bibelen forsvarer sig selv, complet kan faaes tilkjøbs, derom giver Addresse-Contoiret i Aalborg Anviisning. Skipper Søren Sode, beliggende med sit Fartøi i Østeraae, afseiler til Aarhuus først i tilkommende Uge og medtagen Fragtgods og Passagerer. De Værelser som Jfr. Holm har beboet paa Gravensgade No. 120 er, til Michaeli, at faae til Leie. H. Ramff."
14,Biskop Balles Religions Blad,Bishop Balle's Religion Magazine,NO_AUTHOR,aal_028045,1822-07-20,"Hvor Ludvig Holbergs Skrifter, 21 Deele heftet, udgivne ved Professor K. L. Rahbek, og Biskop Balles Religions Blad, Bibelen forsvarer sig selv, complet kan faaes tilkjøbs, derom giver Addresse-Contoiret i Aalborg Anviisning. Skipper Søren Sode, beliggende med sit Fartøi i Østeraae, afseiler til Aarhuus først i tilkommende Uge og medtagen Fragtgods og Passagerer. De Værelser som Jfr. Holm har beboet paa Gravensgade No. 120 er, til Michaeli, at faae til Leie. H. Ramff."
15,Bibelen,The Bible,NO_AUTHOR,aal_028045,1822-07-20,"Hvor Ludvig Holbergs Skrifter, 21 Deele heftet, udgivne ved Professor K. L. Rahbek, og Biskop Balles Religions Blad, Bibelen forsvarer sig selv, complet kan faaes tilkjøbs, derom giver Addresse-Contoiret i Aalborg Anviisning. Skipper Søren Sode, beliggende med sit Fartøi i Østeraae, afseiler til Aarhuus først i tilkommende Uge og medtagen Fragtgods og Passagerer. De Værelser som Jfr. Holm har beboet paa Gravensgade No. 120 er, til Michaeli, at faae til Leie. H. Ramff."
16,Den fortredelige Formiddag,The Troublesome Morning,NO_AUTHOR,aal_071335,1829-04-22,"Tre nye, af Dr. Heiberg bearbeidede og tildeels localiserte, Oversættelser af Enactsstykker, hvilke alle ville blive givne paa een Aften i indeværende Maaned, ere nu udkomne under følgende Titler: Den fortredelige Formiddag, Formynder og Myndling, Søyltegjæsten. Prisen for hvert af disse Stykker er 12 Skilling."
17,Formynder,Guardian,NO_AUTHOR,aal_071335,1829-04-22,"Tre nye, af Dr. Heiberg bearbeidede og tildeels localiserte, Oversættelser af Enactsstykker, hvilke alle ville blive givne paa een Aften i indeværende Maaned, ere nu udkomne under følgende Titler: Den fortredelige Formiddag, Formynder og Myndling, Søyltegjæsten. Prisen for hvert af disse Stykker er 12 Skilling."
18,Myndling,Ward,NO_AUTHOR,aal_071335,1829-04-22,"Tre nye, af Dr. Heiberg bearbeidede og tildeels localiserte, Oversættelser af Enactsstykker, hvilke alle ville blive givne paa een Aften i indeværende Maaned, ere nu udkomne under følgende Titler: Den fortredelige Formiddag, Formynder og Myndling, Søyltegjæsten. Prisen for hvert af disse Stykker er 12 Skilling."
19,Søyltegjæsten,The Guest of the Sorrowful,NO_AUTHOR,aal_071335,1829-04-22,"Tre nye, af Dr. Heiberg bearbeidede og tildeels localiserte, Oversættelser af Enactsstykker, hvilke alle ville blive givne paa een Aften i indeværende Maaned, ere nu udkomne under følgende Titler: Den fortredelige Formiddag, Formynder og Myndling, Søyltegjæsten. Prisen for hvert af disse Stykker er 12 Skilling."
20,Theologisk Maanedsskrift,Theological Monthly,Pastor Grundtvig and Dr. Rudelbach,aal_046284,1825-05-04,"Fra Pressen er udkommet: Theologisk Maanedsskrift, udgivet af Pastor Grundtvig og Dr. Rudelbach, 1ste Binds 1ste Hefte, for April. Prisen er for Subskribenterne 3 Mk., og faaes hos Boghandler Sadolin."
21,Troe Jngen for vel,The Young Man for Good,Carl Schall,aal_057924,1827-01-10,"Bekjendtgjørelser. Theatret i Aalborg. Torsdagen den 11te Januari 1827. opføres af det herværende Danske Skuespillerselskab: Troe Jngen for vel, Lystspil i 1 Act af Carl Schall, oversat af Thortsen. Derefter: Kong Salomon og Jørgen Hattemager. Vaudeville af Joh. Ludvig Heiberg. (Med tilhørende Overture, componeret af Frølich.) Titchen & Bigum."
22,Kong Salomon og Jørgen Hattemager,King Solomon and Jørgen the Hat Maker,Joh. Ludvig Heiberg,aal_057924,1827-01-10,"Bekjendtgjørelser. Theatret i Aalborg. Torsdagen den 11te Januari 1827. opføres af det herværende Danske Skuespillerselskab: Troe Jngen for vel, Lystspil i 1 Act af Carl Schall, oversat af Thortsen. Derefter: Kong Salomon og Jørgen Hattemager. Vaudeville af Joh. Ludvig Heiberg. (Med tilhørende Overture, componeret af Frølich.) Titchen & Bigum."
23,Den pantsatte Bondedreng,The Pledged Peasant Boy,Holberg,aal_043637,1824-12-11,"Søndagen den 12te December om Aftenen Kl. 6 opføres: Den pantsatte Bondedreng, Comedie i tre After af Holberg. Og: Virtuosen No. 2, Commedie i en Art af Heiberg. Gørbing Franck."
24,Virtuosen No. 2,The Virtuoso No. 2,Heiberg,aal_043637,1824-12-11,"Søndagen den 12te December om Aftenen Kl. 6 opføres: Den pantsatte Bondedreng, Comedie i tre After af Holberg. Og: Virtuosen No. 2, Commedie i en Art af Heiberg. Gørbing Franck."
25,Colegialtidenden,The Collegiate Times,Joh. Nik. Høst,aal_077109,1830-04-27,"Hvor 8000 Rbdlr. mod antagelig Sikkerhed i næste Juni Alfabetisk Realregister over Colegialtidenden, af Joh. Nik. Høst, 3die Deel. Omfatter de 21 Aargange, fra 1808 til 1828 incl., heftet 17 Mk. Dhrr. Subskriberende behager at afhente deres Exemplarer hos Rottbøll Sadolin. Patent Concept i stor Format faaes nu igjen a Riset 3 Rbd. hos Rottbøll Sadolin."
26,"Aonius Palearius, en Sandhedens Martyr","Aonius Palearius, a Martyr of Truth",NO_AUTHOR,aal_036426,1823-11-17,"Af Dr. Schubert. - Aonius Palearius, en Sandhedens Martyr. - Maria Honywood. Af W. Derham. - Kommer til mig, siger Herren. Af Dennstedt. - Om den hellige Skrift. - Hvert Hefte vorder Subskribenterne tilbragt mod Erlæggelse af 4 Rbmk. De, som ønske at holde dette Tidsskrift, ville behage at tegne sig hos Bogbinder Vogelius."
27,"Kommer til mig, siger Herren","Come to Me, Says the Lord",Dennstedt,aal_036426,1823-11-17,"Af Dr. Schubert. - Aonius Palearius, en Sandhedens Martyr. - Maria Honywood. Af W. Derham. - Kommer til mig, siger Herren. Af Dennstedt. - Om den hellige Skrift. - Hvert Hefte vorder Subskribenterne tilbragt mod Erlæggelse af 4 Rbmk. De, som ønske at holde dette Tidsskrift, ville behage at tegne sig hos Bogbinder Vogelius."
28,Om den hellige Skrift,On the Holy Scripture,NO_AUTHOR,aal_036426,1823-11-17,"Af Dr. Schubert. - Aonius Palearius, en Sandhedens Martyr. - Maria Honywood. Af W. Derham. - Kommer til mig, siger Herren. Af Dennstedt. - Om den hellige Skrift. - Hvert Hefte vorder Subskribenterne tilbragt mod Erlæggelse af 4 Rbmk. De, som ønske at holde dette Tidsskrift, ville behage at tegne sig hos Bogbinder Vogelius."
29,Rhinsang,Rhine Song,Niklas Becker,aal_143320,1841-02-02,"Forfatteren af den bekjendte Rhinsang: ""Sie sollen ihn nicht haben opv., Niklas Becker i Coln, har, næst Tilbudet af den første ledige Retsskrivertjeneste, tillige af Kongen af Preussen erholdt tilstillet en Gave af 1000 Thaler."
30,Justs Haandbog for den læsende Ungdom,Just's Handbook for the Reading Youth,NO_AUTHOR,aal_051440,1826-02-04,"Bestillinger modtages paa Justs Haandbog for den læsende Ungdom, 10de Oplag, som ventes med det første tilsendt, hvor og hans øvrige Skrifter faaes hos Rottbøll Sadolin. Hos Agent Galster i Sundbye faaes: a. Bedste østersøisk Sæde Hørfrøe. b. Hollandsk Hampefrøe af egen Avl, til Sæd. c. Tidlig hvid Sædehavre af circa 10 Lpds. Vægt. d. Extra fine Carstanie-Kartofler, vel conserverede. Nogle gode romanske Violin- og Guitarre-Strænge kan erholdes hos Collecteur Bech."
31,Almeennyttig Lommebog for 1832,Useful Pocket Book for 1832,C. J. Giessing,aal_090934,1832-06-02,"Almeennyttig Lommebog for 1832, nærmest udarbeidet som Veiledning for den Handlende, udgivet af C. J. Giessing; indb. 4 Mk., faaes hos Rottbøll Sadolin. Bedste hvide Form- og Spedelys, af god indenlandsk Talg, kan faaes hos N. Schibbye. Hvor vel conditionerte kjøbenhavnske Mahognie Meubler til et Værelses Establissement m.v., kan kjøbes, anviser Stiftsbogtrykkeriet. Særdeles gode tillavede Oliefarver og Oliefernisser faaes til billig Priis hos Maler D. Mayntzhusen."
32,Øs. Aragos Tale,Øs. Arago's Speech,NO_AUTHOR,aal_119832,1837-04-17,"udgivet af J. Chr. Borch & N. P. Ries Enke. – Redigeret af Capitain v. Bøderberg, Pd. af Øs. Aragos Tale."
33,Kortfattet Underviisning i Agerdyrkning,Concise Instruction in Agriculture,NO_AUTHOR,aal_113178,1836-02-20,Kortfattet Underviisning i Agerdyrkning. En Læsebog for Landsbyskoler. Udgiven af det kongelige Landhuusholdningsselskab 1835. Jndb. 2 Mk. Tages 12 Expl. da gives 8 pCt. Rabat mod Contant. Rottbøll Sadolin.
34,Praktikens Provesteen for den sande Land=Oeconomie,The Practice's Provestone for True Land Economy,J.C. Steen,aal_050317,1825-12-01,"At jeg som forhen trykker Uldent og Linned, farver Linnedgarn, skjærer alle Sorter Trykkeformer og andre Stempler, forfærdiger flere Sorter nye Fuglebure, m.m., giver jeg mig den Frihed at bekjendtgjøre det ærede Publicum. C. Berg, paa Nørregade. Praktikens Provesteen for den sande Land=Oeconomie, ved J. C. Steen, heftet 2 Mk., faaes hos Rottbøll Sadolin."
35,Anviisning til Huusdyravlen og Huusdyrenes Behandling,Guidance on Animal Husbandry and Treatment of Domestic Animals,NO_AUTHOR,aal_152923,1842-07-06,"Lector, Dr. med. Withs Anviisning til Huusdyravlen og Huusdyrenes Behandling. er idag hertil ankommen og vil blive uddeelt til Subscribenterne. Exemplarer for andre Kjøbere a 2 Rbd. kunne erholdes i Bernh. Røe's Boghandling. Tømmerhandel."
36,Mathilde,Mathilde,M. Cottin,aal_034942,1823-08-23,"En mig tilhørende Roman: Mathilde, af M. Cottin, i 4 Bind, er af mine Læsere udlaant, men kan ei erindres til hvem. Den som maatte have bemeldte Roman, der er forsynet med mit Stempel paa Tittelbladet, bedes at aflevere samme til mig snarest mueligt. Aalborg den 20de August 1823. Thomas Kiergaard."
37,Jliade,Iliad,Homer,aal_007242,1819-03-29,"Nylig har forladt Pressen, Homers Jliade. Første Rapsodie. Oversat. Den faaes paa Addresse-Contoitet for 2 Mk. heftet."
38,Frøken Hambleton,Miss Hambleton,Karl Müchler,aal_051406,1826-02-02,"Af Ceres, et periodisk Skrivt for dannede Læfere, er December-Heftet for 1825 udkommet og indeholder: FrøkenHambleton, af Karl Müchler. - Fader Gutmann og hans Søn, af F. Mosengeil. - Den døende Svane, af Herder. - Anecdoter. Subskription modtages fremdeles hos Vogelius, Boghandler og Bogbinder."
39,Fader Gutmann og hans Søn,Father Gutmann and His Son,F. Mosengeil,aal_051406,1826-02-02,"Af Ceres, et periodisk Skrivt for dannede Læfere, er December-Heftet for 1825 udkommet og indeholder: FrøkenHambleton, af Karl Müchler. - Fader Gutmann og hans Søn, af F. Mosengeil. - Den døende Svane, af Herder. - Anecdoter. Subskription modtages fremdeles hos Vogelius, Boghandler og Bogbinder."
40,Den døende Svane,The Dying Swan,Herder,aal_051406,1826-02-02,"Af Ceres, et periodisk Skrivt for dannede Læfere, er December-Heftet for 1825 udkommet og indeholder: FrøkenHambleton, af Karl Müchler. - Fader Gutmann og hans Søn, af F. Mosengeil. - Den døende Svane, af Herder. - Anecdoter. Subskription modtages fremdeles hos Vogelius, Boghandler og Bogbinder."
41,Historier om Spøgelser og Døerge,Stories about Ghosts and Dwarfs,A. F. Just,aar_027266,1804-02-11,"Bekiendtgiørelser. Paa Bispe-Contoiret i Aarhuus, kan faaes følgende Skrivter, udgiven af A. F. Just i Wiborg: Historier om Spøgelser og Døerge m. m. 4 s.; Haandbog for dem, der ei ere Hestelæger, 2det forøgede Oplag 1 Mk.; den nyeste Bondepraktika 4de forøgede Oplag, 20 sk."
42,"Haandbog for dem, der ei ere Hestelæger",Handbook for Those Who Are Not Horse Doctors,A. F. Just,aar_027266,1804-02-11,"Bekiendtgiørelser. Paa Bispe-Contoiret i Aarhuus, kan faaes følgende Skrivter, udgiven af A. F. Just i Wiborg: Historier om Spøgelser og Døerge m. m. 4 s.; Haandbog for dem, der ei ere Hestelæger, 2det forøgede Oplag 1 Mk.; den nyeste Bondepraktika 4de forøgede Oplag, 20 sk."
43,den nyeste Bondepraktika,the Latest Farmer's Handbook,A. F. Just,aar_027266,1804-02-11,"Bekiendtgiørelser. Paa Bispe-Contoiret i Aarhuus, kan faaes følgende Skrivter, udgiven af A. F. Just i Wiborg: Historier om Spøgelser og Døerge m. m. 4 s.; Haandbog for dem, der ei ere Hestelæger, 2det forøgede Oplag 1 Mk.; den nyeste Bondepraktika 4de forøgede Oplag, 20 sk."
44,Kjærligheds Drømme,Dreams of Love,Prof. Heiberg,aar_144734,1833-08-03,"Kjærligheds Drømme, Vaudeville i 2 Acter, efterScribe, ved Prof. Heiberg. Billetter, til 4 Rbmk. Stykket, erholdes hos Hr. Gjestgiver Fulling, samt ved Indgangen, som aabnes Kl. 6. Begyndelsen skeer præc. Kl. 7."
45,Forsøg til en kristelig Børnelærdom,Attempt at a Christian Children's Education,N. Blicher,aar_033921,1806-04-05,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Børnelærdom, af N. Blicher, Præst i Randlev, andet og om arbeidet Udgave, for 4 s. i raae Materie, heftet 6 s. Blichers Visdoms og Dyds Tabel . 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. Af- og Tilgangslister a Bogen. 2 Mk. Hovedmantalslister, a Bog 2 Mk. og Arkviis 1 enhalv s."
46,Blichers Visdoms og Dyds Tabel,Blicher's Table of Wisdom and Virtue,NO_AUTHOR,aar_033921,1806-04-05,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Børnelærdom, af N. Blicher, Præst i Randlev, andet og om arbeidet Udgave, for 4 s. i raae Materie, heftet 6 s. Blichers Visdoms og Dyds Tabel . 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. Af- og Tilgangslister a Bogen. 2 Mk. Hovedmantalslister, a Bog 2 Mk. og Arkviis 1 enhalv s."
47,Lov og Rets Tabel for Danske Bønder,Table of Law and Rights for Danish Farmers,NO_AUTHOR,aar_033921,1806-04-05,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Børnelærdom, af N. Blicher, Præst i Randlev, andet og om arbeidet Udgave, for 4 s. i raae Materie, heftet 6 s. Blichers Visdoms og Dyds Tabel . 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. Af- og Tilgangslister a Bogen. 2 Mk. Hovedmantalslister, a Bog 2 Mk. og Arkviis 1 enhalv s."
48,Heste og Qvæglæge Tabel,Table of Veterinary Medicine for Horses and Cattle,NO_AUTHOR,aar_033921,1806-04-05,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Børnelærdom, af N. Blicher, Præst i Randlev, andet og om arbeidet Udgave, for 4 s. i raae Materie, heftet 6 s. Blichers Visdoms og Dyds Tabel . 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. Af- og Tilgangslister a Bogen. 2 Mk. Hovedmantalslister, a Bog 2 Mk. og Arkviis 1 enhalv s."
49,"Afhandlingen, over det Spørgsmaal, hvorfore tale Menneskerne saa lidet og saa sielden om Gud",The Treatise on the Question of Why People Speak So Little and So Rarely About God,N. R. Suhr,aar_001581,1794-09-13,"Nogle Exemplarer af Afhandlingen, over det Spørgsmaal, hvorfore tale Menneskerne saa lidet og saa sielden om Gud a. af N. R. Suhr ere endnu at bekomme og sælges Stykket for 10 s. her paa Adresse=Contoiret samhos Forfatteren i Kallundborg."
50,Forsøg til en kristelig Børnelædom,Attempt at a Christian Children's Education,N. Blicher,aar_024000,1803-02-02,"En Gartner med gode Recommendationer, der forstaaer hvad han bør, ønsker sig Condition paa Landet med allerførste, Anviisningen faaes paa Adresse-Contoiret i Aarhuus. Her paa Adresse=Contoiret faaes tilkiøbs. Forsøg til en kristelig Børnelædom, af N. Blicher, Præst i Randlev, andet og smarbeidede Udgave, for 3 s. i raae Materie, heftet 5 s."
51,"Grundtegning over hele Jordkloden, og kort Beskrivelse over alle Verdensdelene","Basic Drawing of the Entire Globe, and Brief Description of All Continents",Just i Wiborg,aar_024414,1803-03-23,"Bekiendtgiørelser. Grundtegning over hele Jordkloden, og kort Beskrivelse over alle Verdensdelene, af Just i Wiborg, kan bekommes paa Bispe Contoiret i Aarhuus for 6 s. Stykket."
52,Læsefrugterne,The Reading Fruits,NO_AUTHOR,aar_151783,1834-11-22,Et complet og godt conditioneret Exemplar af Læsefrugterne er at faae for en meget moderat Priis hos S. Warberg.
53,hantasus. En Samling af danske Folkesagn,hantasus. A Collection of Danish Folktales,Fr. Sneedorff Birch,aar_124818,1828-11-08,"Undertegnede er flyttet fra Kannikkegade til FrueKirkestræde No. 104, bekjendtgjøres herved for mine ærede Kunder. E. K. Løchen, Skrædermester. Fra Pressen er udkommet: hantasus. En Samling af danske Folkesagn, ved Fr. Sneedorff Birch. Faaes hos Jessen og Warberg for 1 Rbd. Exempl."
54,Om Dyrenes Elskov og Kierlighed,On the Love and Affection of Animals,Dr. Odin Wolff,aar_023723,1802-12-29,"Paa Bispe-Contoiret i Aarhuus kan bekommes Nytaarsgave 1803 af Hofboghandler Poulsen, heftet Tro. 4 Mk. 8 s. og Skrp. 5 Mk. 8 s.; Nyeste Samling af Selskabssange 1803, heftet 2 Mk. 8 s.; Om Dyrenes Elskov og Kierlighed af Dr. Odin Wolff, heftet 3 Mk."
55,Visebog for Damer og Herrer,Songbook for Ladies and Gentlemen,NO_AUTHOR,aar_162493,1836-10-31,"Hos Samme kan en confirmeret Dreng strax antages i Lære. Nye Enterpe. Visebog for Damer og Herrer. 1837. Første og andet Hefte, Subskriptionspriis 2 Mk. pr. Hefte, faaes hos J. Jessen."
56,Om de preussiske Provindsialstænders Væsen,On the Nature of the Prussian Provincial States,Dr. David,aar_131962,1831-03-22,"J Gaarden No. 810 paa Klostergaden er 4 Værelser, foruden Kjøkken, Spisekammer og Fadebur i 2den Etage, og i 1ste Etage 2 Værelser, Sovekammer, Pigekammer, Kjøkken og Spisekammer, at faae tilleie, hvilket helst ønskes til Paaskeflyttetid. Aarhuus, den 16de Marts 1831. H. Gundersen. Om de preussiske Provindsialstænders Væsen af Dr. David, 24 s. Jnidisk Stat, 8 Mk. Johannes Ewads Levnet, 8 Mk. 8 s., ere at faae hos S. Warberg. Redigeres, trykkes og udgives 4 Gange ugentlig af A. F. Elmquist."
57,Johannes Ewads Levnet,The Life of Johannes Ewad,NO_AUTHOR,aar_131962,1831-03-22,"J Gaarden No. 810 paa Klostergaden er 4 Værelser, foruden Kjøkken, Spisekammer og Fadebur i 2den Etage, og i 1ste Etage 2 Værelser, Sovekammer, Pigekammer, Kjøkken og Spisekammer, at faae tilleie, hvilket helst ønskes til Paaskeflyttetid. Aarhuus, den 16de Marts 1831. H. Gundersen. Om de preussiske Provindsialstænders Væsen af Dr. David, 24 s. Jnidisk Stat, 8 Mk. Johannes Ewads Levnet, 8 Mk. 8 s., ere at faae hos S. Warberg. Redigeres, trykkes og udgives 4 Gange ugentlig af A. F. Elmquist."
58,En nye Abecee,A New ABC,Chr. Frid. Ingerslev,aar_013929,1799-07-06,"En nye Abecee af Chr. Frid. Ingerslev, Præst til Gylling i Hads Herred - hvis Jndhold, fremsadt i Samtaler paa foeratisk Viis, giver det stavende Barn de første Grundbegreber om Gud trykkes og forelægges paa Forfatterens Bekostning hos Bogtrykker Lund i Aarhuus som og selv og ved sine sædvanlige Commissionairer modtager Subskription. Prisen bliver 4 a 5 s."
59,Kjærlighed paa Nicolai Taarn,Love at Nicolai Tower,H. C. Andersen,aar_131487,1831-02-12,"Bekiendtgjørelser. Theatret i Aarhuus. Mandagen den 14de Februar opføres: (Første Abonnementsforestilling) Planen, eller: Soldater og Bønder."" Lystspil i 1 Akt. Derefter: ""Kjærlighed paa Nicolai Taarn. Vaudeville i 1 Act, af H. C. Andersen."
60,Zegumerdandsen,The Zegumer Dance,Herman v. Unna,aar_047017,1810-04-14,"Hos Poul Frausing ved Vesterport kan bekommes Skarlot=Løg i Pdviis, for billig Priis En Nodebog, hvori stod Zegumerdandsen af Herman v. Unna, er mig frakommen, hvo som vil levere den til Hr. Skræder Funk paa Tangen, bekommer 2 Rdlr. i Dusør. O. G. F. Bagge."
61,Causend und eine Nacht,Causend and One Night,NO_AUTHOR,aar_165373,1837-05-08,"Godkjøbs Udgaver af to klassiske Værker: ""Causend und eine Nacht. Treu nach dem arab."
62,Religionsforedrag for Jesu tænkende Bekiendere,Lectures on Religion for the Thinking Believers,Dr. Theol. Johansen,aar_124538,1828-10-18,"En smuk 3 Etage Kakkelovn anvises tilleie fra Adressekontoiret. Religionsforedrag for Jesu tænkende Bekiendere af Dr. Theol. Johansen, 1ste Deel, 10 Mk. Dagbog, over Hs. K. Høihed Prinds Frederik Carl ChristiansUdenlandsrelse, samt over Høitidelighederne ved Hs. 1 K. Høibeds Formæling med Hs. K. Høihed Prindsesse Wilhelmine Maria, 1 Mk.; faaes hos S. Wari berg og J. Jessen."
63,Haandlexicon,Handbook,Borring,aar_180742,1839-10-05,Paa dette Blad kan i Aarhuus subskriberes hos Warberg og i den Jessenske Bogh. Med dette Nr. følger til Abonnenterne 2 udenfor Aarhuus By og Omegn Subskrivtionsplan paa et nyt fransk dansk og danskfransk Haandlexicon af Professor Borring. Paategnede Planer bedes indsendte til nærmeste Boglade.
