,original_title,translated_title,author,article_id,date,text
10,Astronomiske BørneVen,Astronomical Children's Friend,NO_AUTHOR,aar_004277,1795-12-19,"Hos mig Undertegnede er en for Qvantitet af allernyeste Nytaars=Ønsker af forskiellige Slags paa Taft og le Arker at faae, nyligen hiemkommen fra Kiøbenhavn og til billig Priis, og ligesaa den Astronomiske BørneVen og Samling af Jule=Lege til Fornøielse i Selskaber; i Aarhuus hos J. F. Nordstedt."
11,Samling af Jule=Lege,Collection of Christmas Games,NO_AUTHOR,aar_004277,1795-12-19,"Hos mig Undertegnede er en for Qvantitet af allernyeste Nytaars=Ønsker af forskiellige Slags paa Taft og le Arker at faae, nyligen hiemkommen fra Kiøbenhavn og til billig Priis, og ligesaa den Astronomiske BørneVen og Samling af Jule=Lege til Fornøielse i Selskaber; i Aarhuus hos J. F. Nordstedt."
12,Leths Huuspostil,Leth's House Postil,NO_AUTHOR,ode_190587,1847-06-15,"AVERTISSEMENTS. Leths Huuspostil, denne ypperlige Bog, som overalt har vunden saameget bifald, er nu 2det Oplag udkommet complet. Den faaes for 3 Rbd. 3 Mk. smukt indb. i alle Boglader i Danmark og Norge, og i Odense hos Forlæggeren den Hempelske Boghandel. Nylig er udkommet og faaes i den Hempelske Boglade; Tidsskrift for Landoeconomie, udgivet af J. C. Hald, Secretair i det Kongelige Landhuusholdnings Selskab, 9de Binds 1ste Hefte. 4 Mk. Subskription paa Fortsættelsen modtages."
13,Tidsskrift for Landoeconomie,Journal for Agriculture,J. C. Hald,ode_190587,1847-06-15,"AVERTISSEMENTS. Leths Huuspostil, denne ypperlige Bog, som overalt har vunden saameget bifald, er nu 2det Oplag udkommet complet. Den faaes for 3 Rbd. 3 Mk. smukt indb. i alle Boglader i Danmark og Norge, og i Odense hos Forlæggeren den Hempelske Boghandel. Nylig er udkommet og faaes i den Hempelske Boglade; Tidsskrift for Landoeconomie, udgivet af J. C. Hald, Secretair i det Kongelige Landhuusholdnings Selskab, 9de Binds 1ste Hefte. 4 Mk. Subskription paa Fortsættelsen modtages."
14,Forsøg til en kristelig Bornelærdom,Attempt at a Christian Childhood Education,N. Blicher,aar_028097,1804-05-23,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Bornelærdom, af N. Blicher, Præst i Randlev, andet og omarbeidet Udgave, for 3 s. i taae Materie, heftet 5 s. Blichers Visdoms og Drds Tabel = 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. NB. J Bog= eller Halvhundredviis faaes Stykkefor 2"
15,Blichers Visdoms og Drds Tabel,Blicher's Table of Wisdom and Death,N. Blicher,aar_028097,1804-05-23,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Bornelærdom, af N. Blicher, Præst i Randlev, andet og omarbeidet Udgave, for 3 s. i taae Materie, heftet 5 s. Blichers Visdoms og Drds Tabel = 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. NB. J Bog= eller Halvhundredviis faaes Stykkefor 2"
16,Lov og Rets Tabel for Danske Bønder,Table of Law and Rights for Danish Farmers,NO_AUTHOR,aar_028097,1804-05-23,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Bornelærdom, af N. Blicher, Præst i Randlev, andet og omarbeidet Udgave, for 3 s. i taae Materie, heftet 5 s. Blichers Visdoms og Drds Tabel = 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. NB. J Bog= eller Halvhundredviis faaes Stykkefor 2"
17,Heste og Qvæglæge Tabel,Table of Horse and Cattle Medicine,NO_AUTHOR,aar_028097,1804-05-23,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Bornelærdom, af N. Blicher, Præst i Randlev, andet og omarbeidet Udgave, for 3 s. i taae Materie, heftet 5 s. Blichers Visdoms og Drds Tabel = 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. NB. J Bog= eller Halvhundredviis faaes Stykkefor 2"
18,Birchs Bibelhistorier,Birch's Bible Stories,NO_AUTHOR,vib_057282,1820-12-09,"Kings og evangeliske stor og smaastilede Salmbøger Lærebøger, Birchs Bibelhistorier, Katekis. mer, A.B. C. og Almanakker, faaes til gangbare Priser hos A F. Just."
19,Katekis,Catechism,NO_AUTHOR,vib_057282,1820-12-09,"Kings og evangeliske stor og smaastilede Salmbøger Lærebøger, Birchs Bibelhistorier, Katekis. mer, A.B. C. og Almanakker, faaes til gangbare Priser hos A F. Just."
20,A B C,A B C,NO_AUTHOR,vib_057282,1820-12-09,"Kings og evangeliske stor og smaastilede Salmbøger Lærebøger, Birchs Bibelhistorier, Katekis. mer, A.B. C. og Almanakker, faaes til gangbare Priser hos A F. Just."
21,Almanakker,Almanacs,NO_AUTHOR,vib_057282,1820-12-09,"Kings og evangeliske stor og smaastilede Salmbøger Lærebøger, Birchs Bibelhistorier, Katekis. mer, A.B. C. og Almanakker, faaes til gangbare Priser hos A F. Just."
22,SaraSmorros Troniken,The Chronicles of SaraSmorros,NO_AUTHOR,ode_055814,1821-03-02,"Af de for menig Mand bestemte Exemplarer af SaraSmorros Troniken overlades nu til Skoler, Sogneselskaber, og Almuehogsamlinger etc. de udkomne 2 første Dele af hver af Kronnikerne indbundne for 4 Rbd. Sedler, naar Man derom behager at henvende sig til en af Kommitteens Medlemmer Pastor Jlarnsyld i Assens, Overlærer, Dr. Müllertz i Nyborg og Adjunkt Hame i Odense, Modtageren giver Beviis for, hvortil Exemplaret er bestemt, og at Fortsættelsen ligeledes kjøbes."
23,"Bogstavskriftens (Skrive og Læsekunsten) høist simple Oprindelse og første Anvendelse samt Anviisning til i faa Timer at lære ""Uvidende den Kunst at læse""","The Most Simple Origin and First Use of Letter Writing (Writing and Reading Art) and Guidance to Learn ""The Art of Reading"" in a Few Hours",NO_AUTHOR,aal_067061,1828-07-26,"(Jndsendt.) Foranlediget ved det i No. 109 af Aalborg Stiftstidende indrykkede Stykke, om en af Hr. Laforre opfundet Fremgangsmaade, ifølge hvilken han i 30 Timer vil kunne lære Børn at læse, finder jeg mig beføiet til at bekjendtgjøre: at paa nærværende Tid af mig udarbeides et Skrift under Titel: Bogstavskriftens (Skrive og Læsekunsten) høist simple Oprindelse og første Anvendelse samt Anviisning til i faa Timer at lære ""Uvidende den Kunst at læse."
24,Grynposen,The Gryn Pouch,Th. Hegaard,ode_071760,1824-09-14,"I Dagen No. 208 læses følgende Bekjendtgjørelse: Da Riimposen har en rivende Afsætning, saa agter Forfatteren og kort Tid at udgive en Fortsættelse i WalterScots Maneer skreven Roman betitlet: Grynposen. Th. Hegaard."
25,Kateketisk Magasin,Catechetical Magazine,J. C. Wegener,ode_081725,1827-01-17,"Fra Pressen er udkommet: Kateketisk Magasin af J. C. Wegener, Forstander for det Kongelige Skolelærer-Seminarium paa Joenstrup. Første Binds andet Hefte, indeholdende følgende Katekisationer: 1) Den ægtekristelige Menneskekjærlighed bør være ufortrøden, virksom, uegennyttig og viis 2) Om de Glæder, den sande Menneskekjærlighed skjænker os 5) Om Guds Almagt; 4) Om Guds Alvidenhed; 5) OmGuds Viisdom; 6) Til Lærebogens 6 Kap. 1. 2. 5, 7) Religion er Menneskets vigtigste Anliggende. - Kateketiske Materialier, Udkast o. s. v. Til Lærebogens 3 Kap. 1. 2. Foranhver særskilt Katekisation findes en Forberedelse, og iøvrigt skal Samlingen indeholde deels Forfatterens egne Arbeider, deels et Valg af Andres, fornemmelig af Prof. Dinters Unterredungen. Den opmuntrende Deeltagelse, hvormed første Hefte er modtaget, lader haabe, at et for Skolevæsenet saa vigtigt Foretagende vil faae heldig Fremgang. Magasinet udkommer i tvang, løse Hefter og med hvert Bind skal følge særskilt Hovedtitel og Jndholdsliste. Bogladeprisen paa dette Hefte (9 1/2 Ark 8vo) er 5 Mk. 8 s. indheftet i kouleurt Omslag; for dem, som subskribere paa Fortsættelsen, 4 Mk. 4 s. - Tredie Hefte, hvorved første Bind sluttes, er under Pressen og udkommer med det første. Skrivtet faaes og Subskription modtages fremdeles : i Kjøbenhavn hos Hr. Hofboghandler Schubothe og paa den Gyldendalske Boglade, i Aalborg hos Hr. RottbølSadolin, i Aarhuus hos Hr. Jessen, i Randers hos Hr. Elmenhoff, i Ribe hos Hr. Ramsing, i Viborg hos Hr. Dons, i Sorøe hos Hr. F. Holm, i Nyborg hos Hr. Buschsamt hos Forlæggeren S. Hempel. Odense den 16 Januar 1827."
26,Kateketiske Materialier,Catechetical Materials,NO_AUTHOR,ode_081725,1827-01-17,"Fra Pressen er udkommet: Kateketisk Magasin af J. C. Wegener, Forstander for det Kongelige Skolelærer-Seminarium paa Joenstrup. Første Binds andet Hefte, indeholdende følgende Katekisationer: 1) Den ægtekristelige Menneskekjærlighed bør være ufortrøden, virksom, uegennyttig og viis 2) Om de Glæder, den sande Menneskekjærlighed skjænker os 5) Om Guds Almagt; 4) Om Guds Alvidenhed; 5) OmGuds Viisdom; 6) Til Lærebogens 6 Kap. 1. 2. 5, 7) Religion er Menneskets vigtigste Anliggende. - Kateketiske Materialier, Udkast o. s. v. Til Lærebogens 3 Kap. 1. 2. Foranhver særskilt Katekisation findes en Forberedelse, og iøvrigt skal Samlingen indeholde deels Forfatterens egne Arbeider, deels et Valg af Andres, fornemmelig af Prof. Dinters Unterredungen. Den opmuntrende Deeltagelse, hvormed første Hefte er modtaget, lader haabe, at et for Skolevæsenet saa vigtigt Foretagende vil faae heldig Fremgang. Magasinet udkommer i tvang, løse Hefter og med hvert Bind skal følge særskilt Hovedtitel og Jndholdsliste. Bogladeprisen paa dette Hefte (9 1/2 Ark 8vo) er 5 Mk. 8 s. indheftet i kouleurt Omslag; for dem, som subskribere paa Fortsættelsen, 4 Mk. 4 s. - Tredie Hefte, hvorved første Bind sluttes, er under Pressen og udkommer med det første. Skrivtet faaes og Subskription modtages fremdeles : i Kjøbenhavn hos Hr. Hofboghandler Schubothe og paa den Gyldendalske Boglade, i Aalborg hos Hr. RottbølSadolin, i Aarhuus hos Hr. Jessen, i Randers hos Hr. Elmenhoff, i Ribe hos Hr. Ramsing, i Viborg hos Hr. Dons, i Sorøe hos Hr. F. Holm, i Nyborg hos Hr. Buschsamt hos Forlæggeren S. Hempel. Odense den 16 Januar 1827."
27,Prof. Dinters Unterredungen,Prof. Dinter's Discussions,NO_AUTHOR,ode_081725,1827-01-17,"Fra Pressen er udkommet: Kateketisk Magasin af J. C. Wegener, Forstander for det Kongelige Skolelærer-Seminarium paa Joenstrup. Første Binds andet Hefte, indeholdende følgende Katekisationer: 1) Den ægtekristelige Menneskekjærlighed bør være ufortrøden, virksom, uegennyttig og viis 2) Om de Glæder, den sande Menneskekjærlighed skjænker os 5) Om Guds Almagt; 4) Om Guds Alvidenhed; 5) OmGuds Viisdom; 6) Til Lærebogens 6 Kap. 1. 2. 5, 7) Religion er Menneskets vigtigste Anliggende. - Kateketiske Materialier, Udkast o. s. v. Til Lærebogens 3 Kap. 1. 2. Foranhver særskilt Katekisation findes en Forberedelse, og iøvrigt skal Samlingen indeholde deels Forfatterens egne Arbeider, deels et Valg af Andres, fornemmelig af Prof. Dinters Unterredungen. Den opmuntrende Deeltagelse, hvormed første Hefte er modtaget, lader haabe, at et for Skolevæsenet saa vigtigt Foretagende vil faae heldig Fremgang. Magasinet udkommer i tvang, løse Hefter og med hvert Bind skal følge særskilt Hovedtitel og Jndholdsliste. Bogladeprisen paa dette Hefte (9 1/2 Ark 8vo) er 5 Mk. 8 s. indheftet i kouleurt Omslag; for dem, som subskribere paa Fortsættelsen, 4 Mk. 4 s. - Tredie Hefte, hvorved første Bind sluttes, er under Pressen og udkommer med det første. Skrivtet faaes og Subskription modtages fremdeles : i Kjøbenhavn hos Hr. Hofboghandler Schubothe og paa den Gyldendalske Boglade, i Aalborg hos Hr. RottbølSadolin, i Aarhuus hos Hr. Jessen, i Randers hos Hr. Elmenhoff, i Ribe hos Hr. Ramsing, i Viborg hos Hr. Dons, i Sorøe hos Hr. F. Holm, i Nyborg hos Hr. Buschsamt hos Forlæggeren S. Hempel. Odense den 16 Januar 1827."
28,Hertug Uhaldo,Duke Uhaldo,A. v. Kotzebue,aal_037640,1824-01-28,"Torsdagen den 29de Januar opføres paa Theatret i Hr. Muurmester Ludewigs Gaard i Bispensgade, i Anledning af Hans Majestæt Kongens Fødselsdag: Prolog, forfattet og fremsiges af Hr. Bigum. Derefter: Hertug Uhaldo, Riddersørgespil i 5 Acter af A. v. Kotzebue, oversat af N. T. Bruun. Steiner."
29,"Ny Kogebog eller Anviisning til at kogebage, stege, indsylte, henlægge, indslagte, anrette o. s. v.","New Cookbook or Instructions for Cooking, Roasting, Pickling, Preserving, Stuffing, Serving, etc.","Jakobsen, C.",ode_069095,1824-02-04,"Jakobsen, C., Ny Kogebog eller Anviisning til at kogebage, stege, indsylte, henlægge, indslagte, anrette o. s. v. 2det Oplag. 1821. 1 Rbd. heftet."
30,Venturinis ChronidesneunBehnten Jahrhundert,Venturini's Chronicles of the Nineteenth Century,NO_AUTHOR,ode_056611,1821-04-27,"Paa en Oversættelse af Venturinis ChronidesneunBehnten Jahrhundert for saavidt som Spanien angaaer, modtages Subskription her paa Adressekontoiret, hvor Planen er til Eftersyn i 14 Dage."
31,Nyt originalt Lystspil i 4 Acter,A New Original Comedy in 4 Acts,Titchen,aar_117893,1827-08-14,Bekjendtgjørelser. Skuespil i Horsens. Fredagsaften opføres: (Til Benefice for Hr. og Mad. Müller) Kjøbenhavn. Nyt originalt Lystspil i 4 Acter. Titchen.
32,De Sandseslasse,The Sensual Classes,Kotebue,aar_078804,1819-03-27,"Bekiendtgiørelser. Søndagen d. 28de Marts, Aftenen Kl. 7, opføres paa Polyhymnias Theater: De Sandseslasse. Lystspil i 1 Act af Kotebue. Vedsteforældrene, eller det snurrige. Frierie. Originalt Lystsvil i to After af B. Bang."
33,"Vedsteforældrene, eller det snurrige. Frierie","The Grandparents, or the Whimsical. Courtship",B. Bang,aar_078804,1819-03-27,"Bekiendtgiørelser. Søndagen d. 28de Marts, Aftenen Kl. 7, opføres paa Polyhymnias Theater: De Sandseslasse. Lystspil i 1 Act af Kotebue. Vedsteforældrene, eller det snurrige. Frierie. Originalt Lystsvil i to After af B. Bang."
34,Spanierne i Odense,The Spaniards in Odense,C. Andersen,thi_036803,1838-09-01,"C. Andersen. Første Afdeling: ""Spanierne i Odense, Vaudeville i 1 Act. Anden Afdeling: ""Fem og tyve Aar derefter i Helsingøer, Vaudeville i 1 Act. Billetter a 2 Mk. 8 s., (Børn det Halve) erholdes i mit Logie hos Hr. Kobbersmed Schmidt. Hvo som tager 6 Billetter erholder disse for 2 A. Werligh. Rbd."
35,Fem og tyve Aar derefter i Helsingøer,Twenty-Five Years Later in Helsingør,C. Andersen,thi_036803,1838-09-01,"C. Andersen. Første Afdeling: ""Spanierne i Odense, Vaudeville i 1 Act. Anden Afdeling: ""Fem og tyve Aar derefter i Helsingøer, Vaudeville i 1 Act. Billetter a 2 Mk. 8 s., (Børn det Halve) erholdes i mit Logie hos Hr. Kobbersmed Schmidt. Hvo som tager 6 Billetter erholder disse for 2 A. Werligh. Rbd."
36,"Trylletrommen, eller: Narrchætten","The Magic Drum, or: The Fool's Tale",Schat. Becker,vib_085727,1825-10-12,"Bekjendtgjørelser. Skuespil. Torsdagen den 13de October opføres : (for næstsidste Gang, Trylletrommen, eller: Narrchætten, stort tyrkisk Trylle-Opera i 3 Acter. Musiken af Schat. Becker."
37,"Juliette, eller det hemmelige Ægteskab","Juliette, or the Secret Marriage",Frederik Kind,aal_044106,1825-01-06,"Ceres. Et periodisk Skrivt for dannede Læsere. Udgiver af F. M. Lange. Femte Hefte. Det indeholder: Juliette, eller det hemmelige Ægteskab, af Frederik Kind. - Jagtgildet, af Washington Irving. Subskription modtages hos Vogelius, Boghandler og Bogbinder."
38,Jagtgildet,The Hunting Feast,Washington Irving,aal_044106,1825-01-06,"Ceres. Et periodisk Skrivt for dannede Læsere. Udgiver af F. M. Lange. Femte Hefte. Det indeholder: Juliette, eller det hemmelige Ægteskab, af Frederik Kind. - Jagtgildet, af Washington Irving. Subskription modtages hos Vogelius, Boghandler og Bogbinder."
39,"Lov og Ret for Herremænd, og Bønder",Law and Justice for Gentlemen and Peasants,Joh. G. Lund,thi_033858,1837-07-29,"De Herrer fra Landet, der hos mig have subscriberet paa Lov og Ret for Herremænd, og Bønder, ville behage at lade 1ste og 2det Joh. G. Lund. Hefte afhente hos"
40,1ste og 2det,First and Second,NO_AUTHOR,thi_033858,1837-07-29,"De Herrer fra Landet, der hos mig have subscriberet paa Lov og Ret for Herremænd, og Bønder, ville behage at lade 1ste og 2det Joh. G. Lund. Hefte afhente hos"
41,H. Jastraus Apparat til Underviisning i dansk Skrift,H. Jastraus' Apparatus for Teaching Danish Writing,NO_AUTHOR,ode_184130,1846-09-12,"AVERTISSEMENTS. Paa mit Forlag er udkommen: H. Jastraus Apparat til Underviisning i dansk Skrift. 1ste Hefte i Omslag 3 Mk. Opklædet paa fast Pap i 1to 6 Mk. Ditto opklædet paa Pap, gjennemskaaret i 86 Stkr., der udgjøre 6 Afdelinger, hver med et lille Foutteral og et større ditto til at conservere dem i, 9 Mk. 2det Hefte, med større dansk Sammenskrift, engelsk eller latinsk Skrift, samt Fractur, vil complet udkomme i næste Maaned. Miloske Bog= og Papirhandling."
42,Baggesens allerældste Poesier,Baggesen's Earliest Poems,NO_AUTHOR,aar_113964,1826-11-17,"Baggesens allerældste Poesier, fra hans syvende Aar, kan ventes i en til Nytaar udkommende Samling."
43,Penia eller Blade for Skole=Jndustrie=Medicinal- og Forsørgelses=Væsen,Penia or Pages for School=Industry=Medical and Welfare Services,Statsraad Thaarup,aal_030269,1822-11-21,"Følgende nye Bøger faaes hos Undertegnede: Penia eller Blade for Skole=Jndustrie=Medicinal- og Forsørgelses=Væsen, af Statsraad Thaarup for 1816 9 Mk., 1817 og 1818 4 Mk., 1821 7 Mk. 8 s. Kirkens Band, Ridderskuespil af N. Søtoft, indbunden 9 Mk. Barbereren i Sevilla, Syngestykke i to Akter ved N. T. Bruun, heftet 1 Rbd. Almanakker for 1823 a 100 11 Rbd. Skriverbøger for Almueskoler paa 1 Bog Papir, hefter 16 s. Rottbøll Sadolin."
44,Kirkens Band,The Church's Bond,N. Søtoft,aal_030269,1822-11-21,"Følgende nye Bøger faaes hos Undertegnede: Penia eller Blade for Skole=Jndustrie=Medicinal- og Forsørgelses=Væsen, af Statsraad Thaarup for 1816 9 Mk., 1817 og 1818 4 Mk., 1821 7 Mk. 8 s. Kirkens Band, Ridderskuespil af N. Søtoft, indbunden 9 Mk. Barbereren i Sevilla, Syngestykke i to Akter ved N. T. Bruun, heftet 1 Rbd. Almanakker for 1823 a 100 11 Rbd. Skriverbøger for Almueskoler paa 1 Bog Papir, hefter 16 s. Rottbøll Sadolin."
45,Barbereren i Sevilla,The Barber of Seville,N. T. Bruun,aal_030269,1822-11-21,"Følgende nye Bøger faaes hos Undertegnede: Penia eller Blade for Skole=Jndustrie=Medicinal- og Forsørgelses=Væsen, af Statsraad Thaarup for 1816 9 Mk., 1817 og 1818 4 Mk., 1821 7 Mk. 8 s. Kirkens Band, Ridderskuespil af N. Søtoft, indbunden 9 Mk. Barbereren i Sevilla, Syngestykke i to Akter ved N. T. Bruun, heftet 1 Rbd. Almanakker for 1823 a 100 11 Rbd. Skriverbøger for Almueskoler paa 1 Bog Papir, hefter 16 s. Rottbøll Sadolin."
46,"En ung Mønne, tjenlig til Jagten","A Young Mønne, Suitable for Hunting",NO_AUTHOR,aal_081610,1831-01-06,"En ung Mønne, tjenlig til Jagten, anvises tilkjøbs fra Stiftsbogtrykkeriet."
